order_id,order_date,channel,campaign,customer_type,device,region,product_name,category,quantity,unit_price,gross_item_revenue,discount_amount,shipping_revenue,tax_amount,net_revenue,cogs,shipping_cost,payment_fees,refund_amount,is_refunded
ORD101720,2025-11-01,Google Ads,Shopping - Bestsellers,New,Mobile,West,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,5.64,6.95,2.75,36.06,9.6,8.23,1.35,36.06,True
ORD101721,2025-11-01,Direct,(direct),New,Mobile,West,Retinol Renewal Serum,Serums,1,56.0,56.0,8.34,6.95,0.0,54.61,15.68,7.26,1.88,0.0,False
ORD101722,2025-11-01,Google Ads,Search - Nonbrand Skincare,New,Mobile,Midwest,Clay Detox Mask,Masks,2,28.0,56.0,0.0,6.95,0.0,62.95,16.8,8.34,2.13,0.0,False
ORD101723,2025-11-01,Meta Ads,Retargeting - Cart Abandon,New,Mobile,Northeast,Mineral Sunscreen SPF 40,Sunscreen,2,32.0,64.0,0.0,6.95,0.0,70.95,19.2,8.83,2.36,0.0,False
ORD101724,2025-11-01,Google Ads,Shopping - Bestsellers,Returning,Desktop,South,Vitamin C Brightening Serum,Serums,4,48.0,192.0,25.76,0.0,0.0,166.24,48.0,7.58,5.12,0.0,False
ORD101725,2025-11-01,Meta Ads,Prospecting - Broad,New,Mobile,Midwest,Retinol Renewal Serum,Serums,1,56.0,56.0,10.84,6.95,0.0,52.11,15.68,8.23,1.81,0.0,False
ORD101726,2025-11-01,Email/SMS,Flow - Welcome Series,Returning,Desktop,West,Mineral Sunscreen SPF 40,Sunscreen,4,32.0,128.0,0.0,0.0,0.0,128.0,38.4,8.23,4.01,0.0,False
ORD101727,2025-11-01,Direct,(direct),Returning,Desktop,West,Vitamin C Brightening Serum,Serums,2,48.0,96.0,17.03,0.0,0.0,78.97,24.0,7.25,2.59,0.0,False
ORD101728,2025-11-01,Email/SMS,Flow - Abandoned Cart,Returning,Desktop,West,Mineral Sunscreen SPF 40,Sunscreen,2,32.0,64.0,5.71,6.95,0.0,65.24,19.2,7.08,2.19,0.0,False
ORD101729,2025-11-01,Direct,(direct),New,Desktop,West,Clay Detox Mask,Masks,1,28.0,28.0,0.0,6.95,2.33,37.28,8.4,8.2,1.38,0.0,False
ORD101730,2025-11-01,Organic Search,(organic),New,Mobile,South,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,8.39,1.43,0.0,False
ORD101731,2025-11-01,Organic Search,(organic),Returning,Mobile,South,Daily Barrier Moisturizer,Moisturizers,2,38.0,76.0,10.05,6.95,6.56,79.46000000000001,22.8,7.98,2.6,0.0,False
ORD101732,2025-11-01,Direct,(direct),Returning,Mobile,South,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,3.89,6.95,1.74,26.799999999999997,6.6,8.13,1.08,0.0,False
ORD101733,2025-11-01,Email/SMS,Campaign - Monthly Newsletter,Returning,Mobile,Midwest,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,3.01,51.96,10.5,8.85,1.81,0.0,False
ORD101734,2025-11-01,Email/SMS,Flow - Welcome Series,Returning,Mobile,Northeast,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,3.76,6.95,2.12,27.310000000000002,6.6,8.81,1.09,0.0,False
ORD101735,2025-11-01,Email/SMS,Flow - Post Purchase Winback,Returning,Desktop,South,Glow Ritual Bundle (5-Piece),Bundles & Sets,1,145.0,145.0,0.0,0.0,0.0,145.0,61.0,8.86,4.5,0.0,False
ORD101736,2025-11-01,Email/SMS,Campaign - Monthly Newsletter,New,Mobile,Northeast,Overnight Repair Cream,Moisturizers,1,52.0,52.0,0.0,6.95,4.93,63.88,16.64,8.19,2.15,31.94,True
ORD101737,2025-11-01,Organic Search,(organic),New,Mobile,Midwest,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,3.86,48.81,11.4,8.02,1.72,48.81,True
ORD101738,2025-11-01,Meta Ads,Retargeting - Engaged 30d,Returning,Mobile,West,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,4.99,67.94,15.68,7.36,2.27,0.0,False
ORD101739,2025-11-01,Direct,(direct),New,Mobile,Northeast,Hyaluronic Moisture Serum,Serums,3,42.0,126.0,0.0,0.0,7.35,133.35,31.5,9.4,4.17,0.0,False
ORD101740,2025-11-01,Google Ads,PMax - Skincare Prospecting,New,Tablet,Northeast,Vitamin C Brightening Serum,Serums,1,48.0,48.0,5.36,6.95,0.0,49.59,12.0,9.65,1.74,0.0,False
ORD101741,2025-11-01,Google Ads,Shopping - Bestsellers,New,Mobile,South,Vitamin C Brightening Serum,Serums,2,48.0,96.0,0.0,0.0,8.47,104.47,24.0,7.97,3.33,0.0,False
ORD101742,2025-11-01,Direct,(direct),New,Mobile,Northeast,Gentle Hydra Cleanser,Cleansers,2,24.0,48.0,0.0,6.95,0.0,54.95,14.4,7.84,1.89,0.0,False
ORD101743,2025-11-01,Organic Social,(organic social),New,Desktop,South,Mineral Sunscreen SPF 40,Sunscreen,3,32.0,96.0,0.0,0.0,0.0,96.0,28.8,7.54,3.08,0.0,False
ORD101744,2025-11-01,Organic Social,(organic social),New,Mobile,Midwest,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,8.48,1.2,0.0,False
ORD101745,2025-11-01,Email/SMS,Campaign - Monthly Newsletter,Returning,Mobile,South,Vitamin C Brightening Serum,Serums,1,48.0,48.0,7.45,6.95,4.12,51.62,12.0,8.36,1.8,0.0,False
ORD101746,2025-11-01,Meta Ads,Prospecting - Lookalike 1%,New,Tablet,Northeast,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,0.0,6.95,1.86,32.81,7.2,7.86,1.25,0.0,False
ORD101747,2025-11-01,Google Ads,Search - Brand,New,Mobile,South,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,7.04,1.72,0.0,False
ORD101748,2025-11-01,Organic Social,(organic social),New,Tablet,South,Vitamin C Brightening Serum,Serums,2,48.0,96.0,13.53,0.0,6.37,88.84,24.0,8.59,2.88,0.0,False
ORD101749,2025-11-01,Email/SMS,Flow - Welcome Series,Returning,Mobile,South,Retinol Renewal Serum,Serums,1,56.0,56.0,7.8,6.95,0.0,55.150000000000006,15.68,7.78,1.9,0.0,False
ORD101750,2025-11-01,Google Ads,PMax - Skincare Prospecting,New,Desktop,South,Retinol Renewal Serum,Serums,2,56.0,112.0,12.92,0.0,0.0,99.08,31.36,7.96,3.17,0.0,False
ORD101751,2025-11-01,Email/SMS,Campaign - Monthly Newsletter,Returning,Mobile,Northeast,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,8.89,1.43,0.0,False
ORD101752,2025-11-01,Organic Search,(organic),New,Desktop,South,Vitamin C Brightening Serum,Serums,2,48.0,96.0,0.0,0.0,7.35,103.35,24.0,7.05,3.3,0.0,False
ORD101753,2025-11-01,Direct,(direct),New,Mobile,Northeast,Vitamin C Brightening Serum,Serums,4,48.0,192.0,0.0,0.0,17.09,209.09,48.0,9.53,6.36,0.0,False
ORD101754,2025-11-01,Organic Search,(organic),New,Desktop,Midwest,Retinol Renewal Serum,Serums,1,56.0,56.0,7.33,6.95,0.0,55.620000000000005,15.68,8.98,1.91,0.0,False
ORD101755,2025-11-01,Organic Search,(organic),New,Mobile,Northeast,The Essentials Bundle,Bundles & Sets,2,98.0,196.0,0.0,0.0,0.0,196.0,76.0,8.82,5.98,0.0,False
ORD101756,2025-11-01,Google Ads,Search - Brand,Returning,Desktop,South,Bright Eyes Depuffing Cream,Eye Care,1,34.0,34.0,0.0,6.95,2.61,43.56,10.88,8.75,1.56,0.0,False
ORD101757,2025-11-02,Organic Search,(organic),New,Mobile,West,Clay Detox Mask,Masks,2,28.0,56.0,4.98,6.95,0.0,57.97,16.8,6.82,1.98,0.0,False
ORD101758,2025-11-02,Direct,(direct),New,Mobile,South,Retinol Renewal Serum,Serums,3,56.0,168.0,0.0,0.0,11.96,179.96,47.04,8.52,5.52,0.0,False
ORD101759,2025-11-02,Google Ads,Shopping - Bestsellers,New,Desktop,Midwest,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,4.75,6.95,0.0,40.2,11.4,7.91,1.47,0.0,False
ORD101760,2025-11-02,Google Ads,PMax - Skincare Prospecting,New,Mobile,West,Retinol Renewal Serum,Serums,1,56.0,56.0,6.58,6.95,4.38,60.75000000000001,15.68,8.25,2.06,0.0,False
ORD101761,2025-11-02,Meta Ads,Retargeting - Engaged 30d,New,Mobile,South,The Essentials Bundle,Bundles & Sets,1,98.0,98.0,0.0,0.0,0.0,98.0,38.0,8.86,3.14,0.0,False
ORD101762,2025-11-02,Organic Search,(organic),Returning,Mobile,South,Retinol Renewal Serum,Serums,4,56.0,224.0,0.0,0.0,19.26,243.26,62.72,8.07,7.35,0.0,False
ORD101763,2025-11-02,Organic Social,(organic social),New,Tablet,West,Mineral Sunscreen SPF 40,Sunscreen,2,32.0,64.0,7.02,6.95,0.0,63.93000000000001,19.2,7.28,2.15,0.0,False
ORD101764,2025-11-02,Google Ads,Search - Brand,New,Desktop,West,Mineral Sunscreen SPF 40,Sunscreen,2,32.0,64.0,0.0,6.95,0.0,70.95,19.2,6.82,2.36,0.0,False
ORD101765,2025-11-02,Meta Ads,Prospecting - Broad,New,Mobile,South,The Essentials Bundle,Bundles & Sets,2,98.0,196.0,0.0,0.0,0.0,196.0,76.0,8.86,5.98,0.0,False
ORD101766,2025-11-02,Google Ads,Search - Nonbrand Skincare,Returning,Mobile,Midwest,Clarify Foaming Cleanser,Cleansers,2,22.0,44.0,0.0,6.95,3.58,54.53,13.2,9.13,1.88,0.0,False
ORD101767,2025-11-02,Organic Search,(organic),New,Mobile,Midwest,Gentle Hydra Cleanser,Cleansers,4,24.0,96.0,0.0,0.0,6.26,102.26,28.8,8.95,3.27,0.0,False
ORD101768,2025-11-02,Direct,(direct),Returning,Mobile,West,The Essentials Bundle,Bundles & Sets,1,98.0,98.0,0.0,0.0,0.0,98.0,38.0,8.34,3.14,0.0,False
ORD101769,2025-11-02,Google Ads,PMax - Skincare Prospecting,New,Mobile,West,Retinol Renewal Serum,Serums,2,56.0,112.0,0.0,0.0,7.74,119.74,31.36,7.24,3.77,0.0,False
ORD101770,2025-11-02,Organic Social,(organic social),Returning,Desktop,Midwest,Clay Detox Mask,Masks,1,28.0,28.0,0.0,6.95,0.0,34.95,8.4,8.48,1.31,0.0,False
ORD101771,2025-11-02,Organic Social,(organic social),Returning,Mobile,West,Glow Ritual Bundle (5-Piece),Bundles & Sets,2,145.0,290.0,0.0,0.0,0.0,290.0,122.0,7.36,8.71,0.0,False
ORD101772,2025-11-02,Email/SMS,Flow - Welcome Series,Returning,Mobile,Midwest,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,2.77,51.720000000000006,10.5,8.15,1.8,0.0,False
ORD101773,2025-11-02,Meta Ads,Retargeting - Cart Abandon,New,Mobile,West,The Essentials Bundle,Bundles & Sets,1,98.0,98.0,0.0,0.0,8.14,106.14,38.0,7.57,3.38,0.0,False
ORD101774,2025-11-02,Organic Search,(organic),New,Mobile,West,Overnight Repair Cream,Moisturizers,1,52.0,52.0,9.3,6.95,4.2,53.85000000000001,16.64,6.71,1.86,0.0,False
ORD101775,2025-11-02,Google Ads,Shopping - Bestsellers,Returning,Mobile,West,Retinol Renewal Serum,Serums,2,56.0,112.0,0.0,0.0,8.31,120.31,31.36,8.02,3.79,0.0,False
ORD101776,2025-11-02,Google Ads,Search - Brand,New,Tablet,South,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,7.05,1.2,0.0,False
ORD101777,2025-11-02,Meta Ads,Retargeting - Engaged 30d,New,Mobile,South,Vitamin C Brightening Serum,Serums,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,8.04,1.89,0.0,False
ORD101778,2025-11-02,Direct,(direct),Returning,Mobile,Midwest,The Essentials Bundle,Bundles & Sets,1,98.0,98.0,0.0,0.0,7.51,105.51,38.0,7.49,3.36,0.0,False
ORD101779,2025-11-02,Meta Ads,Prospecting - Lookalike 1%,New,Mobile,Midwest,Vitamin C Brightening Serum,Serums,2,48.0,96.0,8.73,0.0,0.0,87.27,24.0,9.27,2.83,0.0,False
ORD101780,2025-11-02,Email/SMS,Campaign - Monthly Newsletter,Returning,Desktop,Northeast,Clarify Foaming Cleanser,Cleansers,2,22.0,44.0,0.0,6.95,3.05,54.0,13.2,8.4,1.87,0.0,False
ORD101781,2025-11-02,Organic Social,(organic social),New,Mobile,Midwest,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,4.66,67.61,15.68,9.09,2.26,0.0,False
ORD101782,2025-11-02,Meta Ads,Retargeting - Engaged 30d,New,Mobile,West,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,8.15,1.2,0.0,False
ORD101783,2025-11-02,Meta Ads,Retargeting - Engaged 30d,New,Mobile,South,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,2.49,41.440000000000005,9.6,7.61,1.5,0.0,False
ORD101784,2025-11-02,Email/SMS,Flow - Post Purchase Winback,Returning,Desktop,Midwest,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,8.37,1.72,0.0,False
ORD101785,2025-11-02,Organic Social,(organic social),Returning,Mobile,Northeast,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,9.52,1.14,0.0,False
ORD101786,2025-11-02,Organic Search,(organic),New,Mobile,West,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,3.22,42.17,9.6,6.88,1.52,0.0,False
ORD101787,2025-11-02,Meta Ads,Retargeting - Engaged 30d,Returning,Mobile,South,Retinol Renewal Serum,Serums,2,56.0,112.0,0.0,0.0,8.21,120.21000000000001,31.36,7.34,3.79,0.0,False
ORD101788,2025-11-02,Meta Ads,Retargeting - Engaged 30d,New,Tablet,West,Gentle Hydra Cleanser,Cleansers,2,24.0,48.0,0.0,6.95,4.22,59.17,14.4,7.86,2.02,0.0,False
ORD101789,2025-11-02,Direct,(direct),New,Mobile,West,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,7.35,1.2,15.48,True
ORD101790,2025-11-02,Organic Search,(organic),Returning,Desktop,South,The Essentials Bundle,Bundles & Sets,1,98.0,98.0,0.0,0.0,0.0,98.0,38.0,6.97,3.14,0.0,False
ORD101791,2025-11-02,Google Ads,Shopping - Bestsellers,New,Mobile,Northeast,Vitamin C Brightening Serum,Serums,1,48.0,48.0,0.0,6.95,3.73,58.68,12.0,8.61,2.0,0.0,False
ORD101792,2025-11-02,Email/SMS,Campaign - Monthly Newsletter,Returning,Desktop,South,Retinol Renewal Serum,Serums,1,56.0,56.0,7.52,6.95,4.2,59.63000000000001,15.68,8.39,2.03,0.0,False
ORD101793,2025-11-02,Meta Ads,Retargeting - Engaged 30d,Returning,Tablet,Midwest,Hyaluronic Moisture Serum,Serums,2,42.0,84.0,0.0,0.0,0.0,84.0,21.0,8.49,2.74,0.0,False
ORD101794,2025-11-02,Meta Ads,Retargeting - Engaged 30d,New,Desktop,Midwest,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,8.86,1.14,0.0,False
ORD101795,2025-11-02,Direct,(direct),Returning,Desktop,Midwest,Vitamin C Brightening Serum,Serums,2,48.0,96.0,16.64,0.0,0.0,79.36,24.0,8.69,2.6,0.0,False
ORD101796,2025-11-03,Email/SMS,Flow - Welcome Series,Returning,Mobile,South,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,2.58,47.53,11.4,7.2,1.68,47.53,True
ORD101797,2025-11-03,Email/SMS,Campaign - Monthly Newsletter,Returning,Mobile,Northeast,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,8.98,1.72,0.0,False
ORD101798,2025-11-03,Organic Search,(organic),New,Desktop,Midwest,Gentle Hydra Cleanser,Cleansers,1,24.0,24.0,2.7,6.95,0.0,28.25,7.2,9.21,1.12,0.0,False
ORD101799,2025-11-03,Organic Social,(organic social),New,Desktop,West,Retinol Renewal Serum,Serums,4,56.0,224.0,0.0,0.0,18.51,242.51,62.72,7.22,7.33,0.0,False
ORD101800,2025-11-03,Email/SMS,Flow - Abandoned Cart,Returning,Desktop,South,The Essentials Bundle,Bundles & Sets,1,98.0,98.0,8.6,0.0,0.0,89.4,38.0,8.71,2.89,0.0,False
ORD101801,2025-11-03,Meta Ads,Retargeting - Engaged 30d,Returning,Mobile,South,Bright Eyes Depuffing Cream,Eye Care,1,34.0,34.0,6.34,6.95,0.0,34.61,10.88,8.14,1.3,0.0,False
ORD101802,2025-11-03,Direct,(direct),Returning,Mobile,Northeast,Glow Ritual Bundle (5-Piece),Bundles & Sets,2,145.0,290.0,55.34,0.0,0.0,234.66,122.0,9.67,7.11,0.0,False
ORD101803,2025-11-03,Email/SMS,Flow - Post Purchase Winback,Returning,Desktop,West,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,6.54,1.14,0.0,False
ORD101804,2025-11-03,Email/SMS,Flow - Welcome Series,Returning,Mobile,Midwest,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,4.28,53.230000000000004,10.5,7.91,1.84,0.0,False
ORD101805,2025-11-03,Google Ads,Search - Brand,New,Mobile,Midwest,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,5.49,68.44,15.68,7.89,2.28,68.44,True
ORD101806,2025-11-03,Google Ads,Shopping - Bestsellers,New,Mobile,West,Bright Eyes Depuffing Cream,Eye Care,3,34.0,102.0,0.0,0.0,0.0,102.0,32.64,7.25,3.26,0.0,False
ORD101807,2025-11-03,Email/SMS,Flow - Welcome Series,Returning,Mobile,West,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,6.33,6.95,0.0,38.620000000000005,11.4,6.98,1.42,0.0,False
ORD101808,2025-11-03,Meta Ads,Retargeting - Engaged 30d,New,Mobile,South,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,2.65,6.95,0.0,26.3,6.6,7.3,1.06,0.0,False
ORD101809,2025-11-03,Meta Ads,Retargeting - Cart Abandon,New,Mobile,South,Retinol Renewal Serum,Serums,3,56.0,168.0,16.64,0.0,11.53,162.89000000000001,47.04,6.95,5.02,162.89,True
ORD101810,2025-11-03,Unattributed,(not set),New,Mobile,South,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,3.32,52.27,10.5,7.87,1.82,52.27,True
ORD101811,2025-11-03,Direct,(direct),New,Mobile,South,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,5.36,6.95,3.43,43.02,11.4,7.04,1.55,0.0,False
ORD101812,2025-11-03,Direct,(direct),New,Tablet,Midwest,Clarify Foaming Cleanser,Cleansers,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,8.97,1.14,0.0,False
ORD101813,2025-11-03,Direct,(direct),Returning,Mobile,South,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,7.82,1.72,0.0,False
ORD101814,2025-11-03,Meta Ads,Retargeting - Cart Abandon,New,Mobile,South,Vitamin C Brightening Serum,Serums,2,48.0,96.0,0.0,0.0,7.03,103.03,24.0,8.53,3.29,0.0,False
ORD101815,2025-11-03,Email/SMS,Flow - Post Purchase Winback,New,Desktop,Midwest,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,3.31,42.260000000000005,9.6,8.16,1.53,0.0,False
ORD101816,2025-11-03,Email/SMS,Flow - Welcome Series,Returning,Desktop,West,Gentle Hydra Cleanser,Cleansers,2,24.0,48.0,0.0,6.95,0.0,54.95,14.4,7.94,1.89,0.0,False
ORD101817,2025-11-03,Organic Search,(organic),Returning,Mobile,Midwest,Bright Eyes Depuffing Cream,Eye Care,1,34.0,34.0,0.0,6.95,2.43,43.38,10.88,8.33,1.56,0.0,False
ORD101818,2025-11-03,Organic Social,(organic social),Returning,Mobile,Northeast,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,9.75,1.43,0.0,False
ORD101819,2025-11-03,Direct,(direct),New,Desktop,West,Bright Eyes Depuffing Cream,Eye Care,1,34.0,34.0,5.98,6.95,0.0,34.97,10.88,8.08,1.31,0.0,False
ORD101820,2025-11-03,Organic Search,(organic),New,Mobile,South,The Essentials Bundle,Bundles & Sets,2,98.0,196.0,0.0,0.0,0.0,196.0,76.0,8.05,5.98,0.0,False
ORD101821,2025-11-03,Meta Ads,Prospecting - Broad,New,Mobile,Midwest,Mineral Sunscreen SPF 40,Sunscreen,3,32.0,96.0,0.0,0.0,6.03,102.03,28.8,8.24,3.26,0.0,False
ORD101822,2025-11-03,Organic Social,(organic social),New,Mobile,South,Clay Detox Mask,Masks,3,28.0,84.0,0.0,0.0,0.0,84.0,25.2,7.4,2.74,84.0,True
ORD101823,2025-11-03,Meta Ads,Prospecting - Lookalike 1%,Returning,Desktop,Northeast,Vitamin C Brightening Serum,Serums,1,48.0,48.0,4.52,6.95,3.95,54.38000000000001,12.0,9.15,1.88,0.0,False
ORD101824,2025-11-03,Google Ads,Search - Nonbrand Skincare,New,Desktop,Northeast,Retinol Renewal Serum,Serums,4,56.0,224.0,0.0,0.0,12.62,236.62,62.72,9.61,7.16,118.31,True
ORD101825,2025-11-03,Direct,(direct),Returning,Desktop,South,Clarify Foaming Cleanser,Cleansers,3,22.0,66.0,0.0,6.95,5.95,78.9,19.8,7.81,2.59,0.0,False
ORD101826,2025-11-03,Meta Ads,Prospecting - Broad,New,Mobile,Northeast,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,6.77,6.95,0.0,38.18,11.4,9.42,1.41,0.0,False
ORD101827,2025-11-03,Organic Social,(organic social),New,Mobile,Midwest,Gentle Hydra Cleanser,Cleansers,2,24.0,48.0,8.69,6.95,0.0,46.260000000000005,14.4,7.77,1.64,0.0,False
ORD101828,2025-11-04,Email/SMS,Flow - Abandoned Cart,Returning,Desktop,South,Vitamin C Brightening Serum,Serums,1,48.0,48.0,3.92,6.95,3.17,54.2,12.0,7.48,1.87,0.0,False
ORD101829,2025-11-04,Direct,(direct),Returning,Mobile,South,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,0.0,44.95,11.4,7.18,1.6,0.0,False
ORD101830,2025-11-04,Meta Ads,Retargeting - Engaged 30d,New,Mobile,Northeast,Vitamin C Brightening Serum,Serums,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,9.67,1.89,0.0,False
ORD101831,2025-11-04,Organic Search,(organic),Returning,Desktop,West,Vitamin C Brightening Serum,Serums,1,48.0,48.0,6.79,6.95,0.0,48.160000000000004,12.0,8.44,1.7,0.0,False
ORD101832,2025-11-04,Organic Search,(organic),Returning,Desktop,Northeast,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,4.48,6.95,2.83,47.3,10.5,8.37,1.67,0.0,False
ORD101833,2025-11-04,Unattributed,(not set),Returning,Desktop,Northeast,Clay Detox Mask,Masks,1,28.0,28.0,0.0,6.95,2.97,37.92,8.4,8.52,1.4,37.92,True
ORD101834,2025-11-04,Email/SMS,Flow - Welcome Series,Returning,Desktop,Midwest,Hyaluronic Moisture Serum,Serums,2,42.0,84.0,0.0,0.0,7.43,91.43,21.0,7.84,2.95,0.0,False
ORD101835,2025-11-04,Organic Social,(organic social),New,Mobile,West,The Essentials Bundle,Bundles & Sets,3,98.0,294.0,0.0,0.0,0.0,294.0,114.0,8.37,8.83,0.0,False
ORD101836,2025-11-04,Direct,(direct),New,Desktop,West,Daily Barrier Moisturizer,Moisturizers,2,38.0,76.0,0.0,0.0,6.08,82.08,22.8,8.04,2.68,0.0,False
ORD101837,2025-11-04,Organic Search,(organic),Returning,Mobile,South,Overnight Repair Cream,Moisturizers,1,52.0,52.0,0.0,6.95,0.0,58.95,16.64,7.98,2.01,0.0,False
ORD101838,2025-11-04,Meta Ads,Retargeting - Engaged 30d,New,Mobile,Northeast,Gentle Hydra Cleanser,Cleansers,2,24.0,48.0,0.0,6.95,0.0,54.95,14.4,9.51,1.89,0.0,False
ORD101839,2025-11-04,Email/SMS,Campaign - Monthly Newsletter,Returning,Desktop,South,Clay Detox Mask,Masks,2,28.0,56.0,0.0,6.95,5.17,68.12,16.8,8.24,2.28,0.0,False
ORD101840,2025-11-04,Email/SMS,Flow - Post Purchase Winback,Returning,Mobile,West,Vitamin C Brightening Serum,Serums,1,48.0,48.0,7.28,6.95,2.87,50.54,12.0,8.28,1.77,0.0,False
ORD101841,2025-11-04,Organic Search,(organic),New,Mobile,Northeast,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,0.0,62.95,15.68,8.31,2.13,0.0,False
ORD101842,2025-11-04,Google Ads,PMax - Skincare Prospecting,New,Desktop,West,Bright Eyes Depuffing Cream,Eye Care,1,34.0,34.0,0.0,6.95,3.46,44.410000000000004,10.88,7.61,1.59,0.0,False
ORD101843,2025-11-04,Email/SMS,Campaign - Monthly Newsletter,Returning,Desktop,Northeast,Hyaluronic Moisture Serum,Serums,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,8.6,1.72,0.0,False
ORD101844,2025-11-04,Google Ads,Search - Nonbrand Skincare,New,Desktop,Northeast,Clay Detox Mask,Masks,1,28.0,28.0,0.0,6.95,1.98,36.93,8.4,9.54,1.37,0.0,False
ORD101845,2025-11-04,Meta Ads,Prospecting - Lookalike 1%,New,Mobile,Midwest,Clay Detox Mask,Masks,2,28.0,56.0,0.0,6.95,0.0,62.95,16.8,8.61,2.13,0.0,False
ORD101846,2025-11-04,Direct,(direct),Returning,Tablet,West,Vitamin C Brightening Serum,Serums,1,48.0,48.0,6.23,6.95,0.0,48.72,12.0,6.59,1.71,0.0,False
ORD101847,2025-11-04,Meta Ads,Retargeting - Cart Abandon,New,Mobile,Northeast,Gentle Hydra Cleanser,Cleansers,2,24.0,48.0,5.87,6.95,0.0,49.080000000000005,14.4,7.81,1.72,0.0,False
ORD101848,2025-11-04,Meta Ads,Prospecting - Lookalike 1%,New,Tablet,Midwest,Daily Barrier Moisturizer,Moisturizers,1,38.0,38.0,0.0,6.95,0.0,44.95,11.4,7.69,1.6,0.0,False
ORD101849,2025-11-04,Google Ads,Search - Brand,New,Mobile,West,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,0.0,62.95,15.68,7.49,2.13,0.0,False
ORD101850,2025-11-04,Direct,(direct),New,Mobile,Midwest,Bright Eyes Depuffing Cream,Eye Care,1,34.0,34.0,3.22,6.95,0.0,37.730000000000004,10.88,8.58,1.39,0.0,False
ORD101851,2025-11-04,Organic Social,(organic social),New,Mobile,Northeast,Mineral Sunscreen SPF 40,Sunscreen,1,32.0,32.0,0.0,6.95,2.97,41.92,9.6,9.03,1.52,0.0,False
ORD101852,2025-11-04,Meta Ads,Prospecting - Lookalike 1%,Returning,Tablet,South,Bright Eyes Depuffing Cream,Eye Care,2,34.0,68.0,0.0,6.95,0.0,74.95,21.76,7.76,2.47,0.0,False
ORD101853,2025-11-04,Meta Ads,Prospecting - Broad,New,Mobile,West,Retinol Renewal Serum,Serums,1,56.0,56.0,0.0,6.95,5.39,68.34,15.68,7.79,2.28,0.0,False
