date,channel,campaign,net_revenue,cogs,shipping_cost,payment_fees,refunds,orders,new_customers,ad_spend,platform_reported_revenue
2025-11-22,Email/SMS,Flow - Abandoned Cart,223.69,73.84,23.560000000000002,7.38,0.0,3.0,0.0,0.0,0.0
2025-11-22,Email/SMS,Flow - Post Purchase Winback,152.89000000000001,38.400000000000006,31.32,5.62,0.0,4.0,0.0,0.0,0.0
2025-11-22,Email/SMS,Flow - Welcome Series,44.95,11.4,9.08,1.6,0.0,1.0,0.0,0.0,0.0
2025-11-22,Google Ads,PMax - Skincare Prospecting,76.0,22.8,8.18,2.5,0.0,1.0,1.0,30.91,84.48
2025-11-22,Google Ads,Search - Brand,152.36,36.0,9.13,4.72,0.0,1.0,0.0,14.49,170.4
2025-11-22,Google Ads,Search - Nonbrand Skincare,205.08,48.0,7.65,6.25,0.0,1.0,1.0,84.97,217.18
2025-11-22,Google Ads,Shopping - Bestsellers,106.97,38.0,9.38,3.4,0.0,1.0,1.0,27.15,110.45
2025-11-22,Meta Ads,Prospecting - Broad,384.56,106.32,42.120000000000005,12.649999999999999,62.95,5.0,4.0,199.03,589.56
2025-11-22,Meta Ads,Prospecting - Lookalike 1%,166.26000000000002,44.160000000000004,24.36,5.73,0.0,3.0,3.0,89.86,203.98
2025-11-22,Meta Ads,Retargeting - Cart Abandon,38.95,9.6,7.47,1.43,0.0,1.0,0.0,16.61,49.18
2025-11-22,Meta Ads,Retargeting - Engaged 30d,425.69999999999993,110.0,38.099999999999994,13.84,0.0,5.0,4.0,168.54,518.12
2025-11-22,Organic Search,(organic),149.22,35.4,15.8,4.93,0.0,2.0,2.0,0.0,0.0
2025-11-22,Organic Social,(organic social),300.9,80.38000000000001,37.82,10.23,104.0,5.0,3.0,0.0,0.0
2025-11-22,Unattributed,(not set),74.54,22.8,7.98,2.46,0.0,1.0,0.0,0.0,0.0
2025-11-23,Direct,(direct),372.3,125.80000000000001,24.46,11.690000000000001,0.0,3.0,3.0,0.0,0.0
2025-11-23,Email/SMS,Flow - Abandoned Cart,52.910000000000004,16.64,7.85,1.83,0.0,1.0,0.0,0.0,0.0
2025-11-23,Email/SMS,Flow - Post Purchase Winback,168.0,46.2,16.15,5.48,0.0,2.0,0.0,0.0,0.0
2025-11-23,Email/SMS,Flow - Welcome Series,48.95,10.5,7.28,1.72,0.0,1.0,0.0,0.0,0.0
2025-11-23,Google Ads,PMax - Skincare Prospecting,194.62,56.08,24.97,6.54,0.0,3.0,3.0,71.9,213.01
2025-11-23,Google Ads,Search - Brand,442.95,165.78,22.96,13.750000000000002,0.0,3.0,3.0,48.36,536.17
2025-11-23,Google Ads,Search - Nonbrand Skincare,121.9,32.32,16.72,4.14,0.0,2.0,2.0,39.56,136.63
2025-11-23,Google Ads,Shopping - Bestsellers,89.56,24.08,15.23,3.19,0.0,2.0,1.0,32.66,117.96
2025-11-23,Meta Ads,Prospecting - Broad,129.76,61.0,7.43,4.06,0.0,1.0,1.0,99.05,205.37
2025-11-23,Meta Ads,Prospecting - Lookalike 1%,254.29000000000002,81.80000000000001,22.759999999999998,8.28,98.0,3.0,3.0,127.7,309.66
2025-11-23,Meta Ads,Retargeting - Cart Abandon,142.95,49.4,16.669999999999998,4.74,0.0,2.0,1.0,32.0,213.88
2025-11-23,Meta Ads,Retargeting - Engaged 30d,122.44,32.4,16.23,4.15,0.0,2.0,2.0,34.28,189.72
2025-11-23,Organic Search,(organic),580.1400000000001,148.14000000000001,71.91,19.52,51.8,9.0,5.0,0.0,0.0
2025-11-23,Organic Social,(organic social),218.62,56.480000000000004,22.36,7.239999999999999,0.0,3.0,3.0,0.0,0.0
2025-11-23,Unattributed,(not set),202.98,49.28,23.150000000000002,6.779999999999999,19.48,3.0,2.0,0.0,0.0
2025-11-24,Direct,(direct),717.0500000000001,214.31999999999994,104.48,24.699999999999996,125.43,13.0,6.0,0.0,0.0
2025-11-24,Email/SMS,Campaign - Monthly Newsletter,129.85,36.6,31.46,4.970000000000001,17.08,4.0,0.0,0.0,0.0
2025-11-24,Email/SMS,Flow - Post Purchase Winback,109.3,34.2,15.31,3.77,0.0,2.0,1.0,0.0,0.0
2025-11-24,Email/SMS,Flow - Welcome Series,98.56,31.36,16.97,3.45,0.0,2.0,0.0,0.0,0.0
2025-11-24,Google Ads,PMax - Skincare Prospecting,83.73,22.5,16.04,3.03,0.0,2.0,2.0,48.0,128.59
2025-11-24,Google Ads,Search - Brand,284.87,87.08,46.599999999999994,10.06,0.0,6.0,5.0,30.57,382.57
2025-11-24,Google Ads,Search - Nonbrand Skincare,595.57,203.14,71.57,19.969999999999995,0.0,9.0,8.0,288.64,803.44
2025-11-24,Google Ads,Shopping - Bestsellers,30.95,7.2,8.11,1.2,0.0,1.0,1.0,11.9,34.13
2025-11-24,Meta Ads,Prospecting - Broad,723.23,256.03999999999996,74.18,23.68,132.91,9.0,8.0,538.66,1027.34
2025-11-24,Meta Ads,Prospecting - Lookalike 1%,482.35,151.64,54.39999999999999,16.080000000000002,0.0,7.0,5.0,316.27,782.39
2025-11-24,Meta Ads,Retargeting - Cart Abandon,644.46,219.56,65.42,21.1,118.17,8.0,8.0,149.33,1033.41
2025-11-24,Meta Ads,Retargeting - Engaged 30d,281.73,112.0,24.380000000000003,9.07,0.0,3.0,2.0,108.35,467.66
2025-11-24,Organic Search,(organic),660.7800000000001,197.52,95.21000000000001,22.77,0.0,12.0,12.0,0.0,0.0
2025-11-24,Organic Social,(organic social),332.84999999999997,117.71999999999998,47.3,11.450000000000001,101.13,6.0,6.0,0.0,0.0
2025-11-24,Unattributed,(not set),84.0,21.0,7.27,2.74,0.0,1.0,1.0,0.0,0.0
2025-11-25,Direct,(direct),365.12,106.80000000000001,62.4,13.0,56.07,8.0,5.0,0.0,0.0
2025-11-25,Email/SMS,Campaign - Monthly Newsletter,83.43,21.0,14.59,3.02,0.0,2.0,1.0,0.0,0.0
2025-11-25,Email/SMS,Flow - Abandoned Cart,206.31,85.03999999999999,14.83,6.58,0.0,2.0,0.0,0.0,0.0
2025-11-25,Email/SMS,Flow - Post Purchase Winback,160.5,40.8,22.96,5.55,0.0,3.0,0.0,0.0,0.0
2025-11-25,Email/SMS,Flow - Welcome Series,136.74,44.18000000000001,23.66,4.859999999999999,0.0,3.0,1.0,0.0,0.0
2025-11-25,Google Ads,PMax - Skincare Prospecting,242.19,76.99999999999999,39.330000000000005,8.51,11.38,5.0,5.0,119.56,272.26
2025-11-25,Google Ads,Search - Brand,171.04,51.84,31.91,6.16,23.1,4.0,4.0,25.22,231.35
2025-11-25,Google Ads,Search - Nonbrand Skincare,316.89,85.8,47.580000000000005,10.99,0.0,6.0,6.0,135.78,385.23
2025-11-25,Google Ads,Shopping - Bestsellers,113.01,30.08,24.37,4.17,0.0,3.0,3.0,43.11,138.81
2025-11-25,Meta Ads,Prospecting - Broad,355.33,112.66,41.64,11.799999999999999,0.0,5.0,4.0,235.08,583.99
2025-11-25,Meta Ads,Prospecting - Lookalike 1%,601.9,191.04,67.58,19.85,0.0,8.0,7.0,244.5,814.74
2025-11-25,Meta Ads,Retargeting - Cart Abandon,447.59,109.74000000000001,78.15,15.989999999999998,29.57,10.0,9.0,71.18,677.94
2025-11-25,Meta Ads,Retargeting - Engaged 30d,652.64,262.52,57.36,21.04,375.24,7.0,7.0,201.62,911.98
2025-11-25,Organic Search,(organic),1182.61,366.26,151.46,39.99999999999999,35.61,19.0,17.0,0.0,0.0
2025-11-25,Organic Social,(organic social),257.66,71.52,33.510000000000005,8.66,0.0,4.0,4.0,0.0,0.0
2025-11-25,Unattributed,(not set),226.64,58.2,25.0,7.470000000000001,49.18,3.0,3.0,0.0,0.0
2025-11-26,Direct,(direct),901.12,357.87999999999994,88.73,29.440000000000005,50.19,11.0,6.0,0.0,0.0
2025-11-26,Email/SMS,Campaign - Monthly Newsletter,277.6,75.6,41.13,9.56,0.0,5.0,0.0,0.0,0.0
2025-11-26,Email/SMS,Flow - Abandoned Cart,114.0,34.2,8.19,3.61,0.0,1.0,0.0,0.0,0.0
2025-11-26,Email/SMS,Flow - Post Purchase Winback,100.85000000000001,28.580000000000002,23.020000000000003,3.82,0.0,3.0,0.0,0.0,0.0
2025-11-26,Email/SMS,Flow - Welcome Series,89.9,21.380000000000003,15.37,3.21,48.95,2.0,0.0,0.0,0.0
2025-11-26,Google Ads,PMax - Skincare Prospecting,320.88,129.32000000000002,38.17,10.8,0.0,5.0,3.0,185.02,473.1
2025-11-26,Google Ads,Search - Brand,533.19,209.68,47.3,17.26,44.95,6.0,5.0,68.25,715.22
2025-11-26,Google Ads,Search - Nonbrand Skincare,267.96000000000004,71.47999999999999,45.410000000000004,9.58,24.13,6.0,5.0,87.23,370.19
2025-11-26,Google Ads,Shopping - Bestsellers,172.57,52.199999999999996,25.42,5.9,0.0,3.0,3.0,58.64,244.39
2025-11-26,Meta Ads,Prospecting - Broad,654.45,247.56,80.41999999999999,21.98,0.0,10.0,9.0,572.44,952.19
2025-11-26,Meta Ads,Prospecting - Lookalike 1%,351.03000000000003,112.68,31.400000000000002,11.37,0.0,4.0,4.0,135.27,570.92
2025-11-26,Meta Ads,Retargeting - Cart Abandon,378.6,139.82,65.5,13.4,0.0,8.0,6.0,87.31,723.52
2025-11-26,Meta Ads,Retargeting - Engaged 30d,500.68,169.88,55.080000000000005,16.62,0.0,7.0,7.0,163.47,814.99
2025-11-26,Organic Search,(organic),1477.48,516.12,148.60000000000002,48.56000000000001,0.0,19.0,14.0,0.0,0.0
2025-11-26,Organic Social,(organic social),228.29999999999998,68.56,23.9,7.52,0.0,3.0,3.0,0.0,0.0
2025-11-26,Unattributed,(not set),106.09,27.68,15.120000000000001,3.6799999999999997,0.0,2.0,2.0,0.0,0.0
2025-11-27,Direct,(direct),879.4499999999999,264.1,112.88000000000001,29.709999999999997,0.0,14.0,11.0,0.0,0.0
2025-11-27,Email/SMS,Campaign - Monthly Newsletter,48.95,10.5,7.72,1.72,0.0,1.0,1.0,0.0,0.0
2025-11-27,Email/SMS,Flow - Abandoned Cart,241.99,69.98,40.75000000000001,8.52,0.0,5.0,1.0,0.0,0.0
2025-11-27,Email/SMS,Flow - Post Purchase Winback,24.759999999999998,6.6,7.8,1.02,0.0,1.0,0.0,0.0,0.0
2025-11-27,Email/SMS,Flow - Welcome Series,210.11,56.260000000000005,34.190000000000005,7.3,0.0,4.0,0.0,0.0,0.0
2025-11-27,Google Ads,PMax - Skincare Prospecting,108.08,34.8,13.25,3.7399999999999998,77.53,2.0,2.0,55.96,145.33
2025-11-27,Google Ads,Search - Brand,225.79000000000002,61.2,48.769999999999996,8.35,0.0,6.0,6.0,34.78,283.32
2025-11-27,Google Ads,Search - Nonbrand Skincare,110.12,31.5,25.169999999999998,4.09,0.0,3.0,3.0,36.94,162.07
2025-11-27,Google Ads,Shopping - Bestsellers,457.95,127.06,76.39,15.97,0.0,9.0,8.0,172.33,607.01
2025-11-27,Meta Ads,Prospecting - Broad,665.0799999999999,238.8,54.17,21.390000000000004,127.12,7.0,6.0,569.53,1133.65
2025-11-27,Meta Ads,Prospecting - Lookalike 1%,232.94000000000003,64.18,31.720000000000002,7.949999999999999,0.0,4.0,4.0,133.65,356.75
2025-11-27,Meta Ads,Retargeting - Cart Abandon,264.59999999999997,76.5,54.449999999999996,9.77,0.0,7.0,7.0,58.12,397.67
2025-11-27,Meta Ads,Retargeting - Engaged 30d,685.5200000000001,254.26000000000002,49.63999999999999,21.69,43.68,6.0,6.0,320.89,1126.32
2025-11-27,Organic Search,(organic),1448.9599999999998,477.76,159.79999999999998,48.0,270.91,20.0,17.0,0.0,0.0
2025-11-27,Organic Social,(organic social),325.37,97.49999999999999,50.120000000000005,11.25,0.0,6.0,4.0,0.0,0.0
2025-11-27,Unattributed,(not set),301.81,112.0,17.04,9.36,0.0,2.0,2.0,0.0,0.0
2025-11-28,Direct,(direct),513.1899999999999,161.84,66.13,17.29,29.02,8.0,8.0,0.0,0.0
2025-11-28,Email/SMS,Campaign - Monthly Newsletter,311.15,84.08,50.06,10.82,0.0,6.0,2.0,0.0,0.0
2025-11-28,Email/SMS,Flow - Abandoned Cart,66.44,22.8,8.41,2.23,0.0,1.0,0.0,0.0,0.0
2025-11-28,Email/SMS,Flow - Post Purchase Winback,98.0,38.0,8.71,3.14,0.0,1.0,0.0,0.0,0.0
2025-11-28,Google Ads,PMax - Skincare Prospecting,445.88,126.92,84.92,16.22,0.0,11.0,9.0,185.66,588.57
2025-11-28,Google Ads,Search - Brand,114.95,28.2,17.62,3.9400000000000004,0.0,2.0,2.0,9.08,119.82
2025-11-28,Google Ads,Search - Nonbrand Skincare,200.29,61.800000000000004,40.11,7.3,0.0,5.0,5.0,71.93,270.26
2025-11-28,Google Ads,Shopping - Bestsellers,569.69,176.32,82.25,19.509999999999998,26.3,10.0,10.0,191.75,831.82
2025-11-28,Meta Ads,Prospecting - Broad,262.85,87.52,51.64,9.42,0.0,6.0,6.0,222.13,467.24
2025-11-28,Meta Ads,Prospecting - Lookalike 1%,694.07,222.24,90.0,23.430000000000003,25.82,11.0,10.0,365.97,1209.97
2025-11-28,Meta Ads,Retargeting - Cart Abandon,172.18,43.879999999999995,31.65,6.2,41.32,4.0,4.0,27.34,292.26
2025-11-28,Meta Ads,Retargeting - Engaged 30d,325.75,120.4,48.6,11.25,0.0,6.0,6.0,132.13,535.05
2025-11-28,Organic Search,(organic),1208.59,446.70000000000005,145.69,40.44,0.0,18.0,17.0,0.0,0.0
2025-11-28,Organic Social,(organic social),989.42,379.40000000000003,78.05,31.69,24.3,10.0,9.0,0.0,0.0
2025-11-28,Unattributed,(not set),144.19,44.4,22.24,5.08,0.0,3.0,2.0,0.0,0.0
2025-11-29,Direct,(direct),657.5999999999999,186.41999999999996,97.14999999999999,22.67,0.0,12.0,4.0,0.0,0.0
2025-11-29,Email/SMS,Flow - Abandoned Cart,262.72,83.74000000000001,42.650000000000006,9.12,0.0,5.0,0.0,0.0,0.0
2025-11-29,Email/SMS,Flow - Post Purchase Winback,282.14000000000004,98.80000000000001,32.45,9.370000000000001,0.0,4.0,0.0,0.0,0.0
2025-11-29,Email/SMS,Flow - Welcome Series,408.77,111.82000000000001,39.040000000000006,13.36,0.0,5.0,0.0,0.0,0.0
2025-11-29,Google Ads,PMax - Skincare Prospecting,658.0,218.8,81.22999999999999,22.08,0.0,10.0,10.0,262.12,845.89
2025-11-29,Google Ads,Search - Brand,77.88,24.0,17.3,2.86,0.0,2.0,2.0,13.19,99.74
2025-11-29,Google Ads,Search - Nonbrand Skincare,715.26,252.6,43.93,22.549999999999997,461.07,6.0,6.0,317.08,809.55
2025-11-29,Google Ads,Shopping - Bestsellers,363.38,100.2,55.59,12.629999999999999,0.0,7.0,5.0,136.35,457.27
2025-11-29,Meta Ads,Prospecting - Broad,259.07000000000005,85.39999999999999,40.14,9.010000000000002,0.0,5.0,4.0,143.0,464.8
2025-11-29,Meta Ads,Prospecting - Lookalike 1%,718.5200000000001,245.18,70.78,23.53,242.72,9.0,8.0,416.8,1164.21
2025-11-29,Meta Ads,Retargeting - Cart Abandon,566.46,182.0,54.41,18.53,0.0,7.0,6.0,86.32,727.91
2025-11-29,Meta Ads,Retargeting - Engaged 30d,465.32,142.6,82.75,16.49,0.0,10.0,8.0,228.67,769.74
2025-11-29,Organic Search,(organic),974.5,304.42,132.12,33.04,104.73,16.0,13.0,0.0,0.0
2025-11-29,Organic Social,(organic social),519.39,167.86,54.370000000000005,17.15,48.34,7.0,6.0,0.0,0.0
2025-11-29,Unattributed,(not set),217.23,68.4,29.94,7.500000000000001,90.98,4.0,4.0,0.0,0.0
2025-11-30,Direct,(direct),1190.63,437.02,124.28,39.34,147.76,16.0,7.0,0.0,0.0
2025-11-30,Email/SMS,Campaign - Monthly Newsletter,54.58,19.2,8.23,1.88,0.0,1.0,0.0,0.0,0.0
2025-11-30,Email/SMS,Flow - Abandoned Cart,213.05,76.0,8.73,6.48,0.0,1.0,0.0,0.0,0.0
2025-11-30,Email/SMS,Flow - Post Purchase Winback,153.89,38.7,25.32,5.37,0.0,3.0,1.0,0.0,0.0
2025-11-30,Email/SMS,Flow - Welcome Series,48.410000000000004,12.0,7.28,1.7,0.0,1.0,0.0,0.0,0.0
2025-11-30,Google Ads,PMax - Skincare Prospecting,198.87,56.4,50.56,7.579999999999999,0.0,6.0,5.0,122.48,284.78
2025-11-30,Google Ads,Search - Brand,240.89999999999998,73.28,40.77,8.48,15.56,5.0,5.0,39.04,341.39
2025-11-30,Google Ads,Search - Nonbrand Skincare,643.16,166.28,110.44000000000001,22.55,37.84,13.0,11.0,206.92,823.34
2025-11-30,Google Ads,Shopping - Bestsellers,321.13,135.9,32.480000000000004,10.510000000000002,0.0,4.0,4.0,100.06,457.56
2025-11-30,Meta Ads,Prospecting - Broad,723.3199999999999,213.34,92.53,24.269999999999992,0.0,11.0,7.0,524.51,1176.35
2025-11-30,Meta Ads,Prospecting - Lookalike 1%,332.54,95.1,38.96,11.14,0.0,5.0,4.0,212.13,486.04
2025-11-30,Meta Ads,Retargeting - Cart Abandon,482.92,194.72,49.25999999999999,15.8,0.0,6.0,5.0,123.46,906.72
2025-11-30,Meta Ads,Retargeting - Engaged 30d,270.19,93.27999999999999,47.199999999999996,9.63,52.23,6.0,5.0,116.43,474.49
2025-11-30,Organic Search,(organic),905.1999999999999,345.5399999999999,104.41999999999999,30.139999999999997,0.0,13.0,11.0,0.0,0.0
2025-11-30,Organic Social,(organic social),533.33,141.35999999999999,71.07,18.169999999999998,0.0,9.0,5.0,0.0,0.0
2025-11-30,Unattributed,(not set),376.98,154.4,32.76,12.13,156.14,4.0,4.0,0.0,0.0
2025-12-01,Direct,(direct),605.77,184.50000000000003,78.82,20.56,0.0,10.0,4.0,0.0,0.0
2025-12-01,Email/SMS,Campaign - Monthly Newsletter,46.57000000000001,15.68,7.57,1.65,0.0,1.0,0.0,0.0,0.0
2025-12-01,Email/SMS,Flow - Abandoned Cart,75.3,38.0,8.34,2.48,0.0,1.0,0.0,0.0,0.0
2025-12-01,Email/SMS,Flow - Post Purchase Winback,105.42,38.0,8.35,3.36,105.42,1.0,0.0,0.0,0.0
2025-12-01,Email/SMS,Flow - Welcome Series,151.55,48.14,14.82,4.99,0.0,2.0,0.0,0.0,0.0
2025-12-01,Google Ads,PMax - Skincare Prospecting,234.87,73.78,34.63,8.01,0.0,4.0,3.0,109.02,258.5
2025-12-01,Google Ads,Search - Brand,476.94000000000005,141.08,69.9,16.53,68.73,9.0,8.0,48.84,586.02
2025-12-01,Google Ads,Search - Nonbrand Skincare,117.86,45.6,14.44,4.02,0.0,2.0,2.0,65.22,168.84
2025-12-01,Google Ads,Shopping - Bestsellers,551.9599999999999,189.78,59.67,18.419999999999998,204.60999999999999,8.0,7.0,221.83,807.49
2025-12-01,Meta Ads,Prospecting - Broad,317.23,99.44,47.61,11.0,0.0,6.0,5.0,212.24,531.83
2025-12-01,Meta Ads,Prospecting - Lookalike 1%,842.46,321.96,72.78999999999999,27.14,0.0,9.0,8.0,428.19,1143.41
2025-12-01,Meta Ads,Retargeting - Cart Abandon,415.06,137.28,39.04,13.54,0.0,5.0,3.0,106.57,684.59
2025-12-01,Meta Ads,Retargeting - Engaged 30d,231.1,65.69999999999999,39.18000000000001,8.209999999999999,100.72,5.0,5.0,79.83,400.26
2025-12-01,Organic Search,(organic),891.7,304.5,131.24,30.659999999999997,13.29,16.0,14.0,0.0,0.0
2025-12-01,Organic Social,(organic social),311.46,119.32000000000001,42.0,10.530000000000001,0.0,5.0,5.0,0.0,0.0
2025-12-01,Unattributed,(not set),198.95,48.0,15.940000000000001,6.37,0.0,2.0,2.0,0.0,0.0
2025-12-02,Direct,(direct),328.15,98.10000000000001,65.16,11.92,37.55,8.0,5.0,0.0,0.0
2025-12-02,Email/SMS,Campaign - Monthly Newsletter,142.55,34.5,15.25,4.7299999999999995,0.0,2.0,0.0,0.0,0.0
2025-12-02,Email/SMS,Flow - Abandoned Cart,144.45,40.64,23.849999999999998,5.09,59.3,3.0,0.0,0.0,0.0
2025-12-02,Email/SMS,Flow - Post Purchase Winback,217.19000000000003,71.24,44.300000000000004,7.799999999999999,0.0,5.0,0.0,0.0,0.0
2025-12-02,Email/SMS,Flow - Welcome Series,204.00000000000003,72.28,31.970000000000002,7.119999999999999,76.45,4.0,0.0,0.0,0.0
2025-12-02,Google Ads,PMax - Skincare Prospecting,559.24,271.6,34.76,17.419999999999998,46.23,4.0,4.0,273.18,809.31
2025-12-02,Google Ads,Search - Brand,31.38,9.6,6.95,1.21,0.0,1.0,1.0,13.08,46.32
2025-12-02,Google Ads,Search - Nonbrand Skincare,228.51000000000002,73.72,42.23,8.13,0.0,5.0,4.0,107.21,331.39
2025-12-02,Google Ads,Shopping - Bestsellers,451.96000000000004,170.50000000000003,55.870000000000005,15.2,118.67,7.0,6.0,139.36,613.51
2025-12-02,Meta Ads,Prospecting - Broad,227.14999999999998,67.88,30.299999999999997,7.789999999999999,47.47,4.0,2.0,207.52,403.96
2025-12-02,Meta Ads,Prospecting - Lookalike 1%,616.5799999999999,180.26,90.66999999999999,21.19,48.65,11.0,11.0,407.98,1065.81
2025-12-02,Meta Ads,Retargeting - Cart Abandon,330.45,112.12,47.870000000000005,11.39,99.2,6.0,4.0,57.22,486.9
2025-12-02,Meta Ads,Retargeting - Engaged 30d,525.1,198.76,65.10000000000001,17.630000000000003,41.88,8.0,6.0,202.04,826.59
2025-12-02,Organic Search,(organic),931.62,301.1,143.54,32.12,35.66,17.0,15.0,0.0,0.0
2025-12-02,Organic Social,(organic social),294.46000000000004,102.9,32.629999999999995,9.73,138.81,4.0,4.0,0.0,0.0
2025-12-02,Unattributed,(not set),223.23999999999998,73.6,25.98,7.37,0.0,3.0,3.0,0.0,0.0
2025-12-03,Direct,(direct),963.7500000000002,250.51999999999998,120.89999999999999,32.46,69.1,15.0,8.0,0.0,0.0
2025-12-03,Email/SMS,Campaign - Monthly Newsletter,143.39,50.0,16.43,4.75,0.0,2.0,0.0,0.0,0.0
2025-12-03,Email/SMS,Flow - Abandoned Cart,171.45,46.28,25.42,5.87,62.91,3.0,0.0,0.0,0.0
2025-12-03,Email/SMS,Flow - Post Purchase Winback,91.78,22.88,15.719999999999999,3.2699999999999996,0.0,2.0,0.0,0.0,0.0
2025-12-03,Email/SMS,Flow - Welcome Series,121.9,32.32,16.86,4.14,0.0,2.0,0.0,0.0,0.0
2025-12-03,Google Ads,PMax - Skincare Prospecting,181.31,70.6,15.61,5.85,0.0,2.0,2.0,80.78,207.42
2025-12-03,Google Ads,Search - Brand,38.57,11.4,9.2,1.42,0.0,1.0,0.0,13.89,46.97
2025-12-03,Google Ads,Search - Nonbrand Skincare,167.0,47.18,16.13,5.449999999999999,0.0,2.0,2.0,65.31,200.04
2025-12-03,Google Ads,Shopping - Bestsellers,55.18000000000001,13.2,8.58,1.9,0.0,1.0,1.0,13.03,66.51
2025-12-03,Meta Ads,Prospecting - Broad,243.12,82.0,22.93,7.95,48.68,3.0,2.0,121.88,361.44
2025-12-03,Meta Ads,Prospecting - Lookalike 1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.42,15.5
2025-12-03,Meta Ads,Retargeting - Cart Abandon,468.22999999999996,122.72,43.28,15.07,0.0,5.0,4.0,89.89,725.61
2025-12-03,Meta Ads,Retargeting - Engaged 30d,98.0,38.0,8.23,3.14,0.0,1.0,1.0,33.05,147.15
2025-12-03,Organic Search,(organic),727.2800000000001,227.99999999999997,88.49,24.369999999999997,0.0,11.0,9.0,0.0,0.0
2025-12-03,Organic Social,(organic social),134.70000000000002,35.4,17.11,4.51,94.37,2.0,1.0,0.0,0.0
2025-12-03,Unattributed,(not set),27.8,6.6,7.12,1.11,0.0,1.0,1.0,0.0,0.0
2025-12-04,Direct,(direct),398.64,102.68,48.89,13.370000000000001,0.0,6.0,4.0,0.0,0.0
2025-12-04,Email/SMS,Campaign - Monthly Newsletter,260.53,88.0,24.630000000000003,8.450000000000001,0.0,3.0,0.0,0.0,0.0
2025-12-04,Email/SMS,Flow - Welcome Series,114.97000000000001,44.6,15.77,3.9299999999999997,0.0,2.0,0.0,0.0,0.0
2025-12-04,Google Ads,PMax - Skincare Prospecting,392.88,142.56,14.530000000000001,11.99,0.0,2.0,1.0,189.18,457.24
2025-12-04,Google Ads,Search - Brand,388.66999999999996,115.97999999999999,41.22,12.77,0.0,5.0,4.0,38.93,451.17
2025-12-04,Google Ads,Search - Nonbrand Skincare,199.70999999999998,52.480000000000004,21.919999999999998,6.69,0.0,3.0,3.0,62.27,240.14
2025-12-04,Google Ads,Shopping - Bestsellers,124.85000000000001,31.200000000000003,22.03,4.52,0.0,3.0,3.0,43.47,131.14
2025-12-04,Meta Ads,Prospecting - Broad,351.25,105.7,33.8,11.38,46.68,4.0,3.0,240.67,530.05
2025-12-04,Meta Ads,Prospecting - Lookalike 1%,347.47,106.83999999999999,48.410000000000004,11.87,0.0,6.0,5.0,156.11,512.65
2025-12-04,Meta Ads,Retargeting - Cart Abandon,107.37,25.28,15.1,3.71,0.0,2.0,2.0,18.7,153.78
2025-12-04,Meta Ads,Retargeting - Engaged 30d,200.94,48.6,40.47,7.33,0.0,5.0,5.0,77.88,264.58
2025-12-04,Organic Search,(organic),253.56,63.440000000000005,44.54,9.15,0.0,6.0,4.0,0.0,0.0
2025-12-04,Organic Social,(organic social),237.82,56.260000000000005,40.75,8.4,0.0,5.0,4.0,0.0,0.0
2025-12-04,Unattributed,(not set),96.16,24.0,16.25,3.3899999999999997,0.0,2.0,0.0,0.0,0.0
2025-12-05,Direct,(direct),451.09000000000003,121.27999999999999,61.949999999999996,15.49,0.0,8.0,5.0,0.0,0.0
2025-12-05,Email/SMS,Campaign - Monthly Newsletter,469.24,183.0,8.59,13.91,0.0,1.0,0.0,0.0,0.0
2025-12-05,Email/SMS,Flow - Abandoned Cart,84.32000000000001,26.4,9.58,2.75,0.0,1.0,0.0,0.0,0.0
2025-12-05,Email/SMS,Flow - Post Purchase Winback,271.57,75.6,31.21,9.069999999999999,0.0,4.0,0.0,0.0,0.0
2025-12-05,Email/SMS,Flow - Welcome Series,111.9,30.08,15.129999999999999,3.8499999999999996,0.0,2.0,0.0,0.0,0.0
2025-12-05,Google Ads,PMax - Skincare Prospecting,149.45,36.6,23.64,5.23,0.0,3.0,3.0,74.33,185.47
2025-12-05,Google Ads,Search - Brand,396.19,125.2,34.93,12.7,0.0,4.0,4.0,45.62,462.97
2025-12-05,Google Ads,Search - Nonbrand Skincare,454.38,139.6,48.27,14.979999999999999,0.0,6.0,6.0,173.55,508.28
2025-12-05,Google Ads,Shopping - Bestsellers,167.73000000000002,53.0,22.0,5.76,0.0,3.0,1.0,53.48,201.56
2025-12-05,Meta Ads,Prospecting - Broad,54.95,14.4,7.1,1.89,0.0,1.0,1.0,28.85,72.78
2025-12-05,Meta Ads,Prospecting - Lookalike 1%,563.19,167.95999999999998,50.33,18.120000000000005,0.0,6.0,6.0,290.47,816.52
2025-12-05,Meta Ads,Retargeting - Cart Abandon,255.28,79.86,31.450000000000003,8.61,0.0,4.0,4.0,45.52,342.1
2025-12-05,Meta Ads,Retargeting - Engaged 30d,424.55,158.07999999999998,31.23,13.51,0.0,4.0,4.0,123.45,618.87
2025-12-05,Organic Search,(organic),382.46999999999997,93.44,47.08,12.89,0.0,6.0,5.0,0.0,0.0
2025-12-05,Organic Social,(organic social),439.90999999999997,144.9,30.18,13.950000000000001,0.0,4.0,3.0,0.0,0.0
2025-12-06,Direct,(direct),763.26,251.08,72.93,24.83,0.0,9.0,6.0,0.0,0.0
2025-12-06,Email/SMS,Campaign - Monthly Newsletter,278.24,76.96000000000001,15.370000000000001,8.67,0.0,2.0,1.0,0.0,0.0
