order_id,transaction_id,order_date,customer_id,is_new_customer,channel,campaign,device,region,product_id,quantity,unit_price,gross_item_revenue,discount_amount,shipping_revenue,tax_amount,gross_revenue,cogs,shipping_cost,payment_fee
ORD100559,ORD100559,2025-09-29,CUST000267,False,Email/SMS,Flow - Post Purchase Winback,Mobile,Northeast,SKU006,1,38.0,38.0,0.0,6.95,3.47,48.42,11.4,9.35,1.7
ORD100560,ORD100560,2025-09-29,CUST000121,False,Direct,(direct),Mobile,West,SKU010,2,28.0,56.0,0.0,6.95,5.45,68.4,16.8,8.4,2.28
ORD100561,ORD100561,2025-09-29,CUST000369,True,Meta Ads,Retargeting - Cart Abandon,Mobile,Midwest,SKU002,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,8.72,1.14
ORD100562,ORD100562,2025-09-29,CUST000370,True,Google Ads,Shopping - Bestsellers,Mobile,Northeast,SKU006,2,38.0,76.0,0.0,0.0,7.14,83.14,22.8,9.04,2.71
ORD100563,ORD100563,2025-09-30,CUST000371,True,Organic Search,(organic),Tablet,Northeast,SKU007,3,52.0,156.0,0.0,0.0,9.96,165.96,49.92,9.0,5.11
ORD100564,ORD100564,2025-09-30,CUST000269,False,Unattributed,(not set),Desktop,West,SKU007,1,52.0,52.0,6.26,6.95,3.35,62.3,16.64,6.97,1.93
ORD100565,ORD100565,2025-09-30,CUST000138,False,Email/SMS,Flow - Welcome Series,Mobile,South,SKU004,1,56.0,56.0,8.84,6.95,0.0,62.95,15.68,8.03,1.87
ORD100566,ORD100566,2025-09-30,CUST000372,True,Meta Ads,Prospecting - Lookalike 1%,Mobile,South,SKU007,1,52.0,52.0,8.23,6.95,0.0,58.95,16.64,7.7,1.77
ORD100567,ORD100567,2025-09-30,CUST000373,True,Meta Ads,Retargeting - Cart Abandon,Mobile,Midwest,SKU006,1,38.0,38.0,4.0,6.95,3.77,48.72,11.4,7.71,1.6
ORD100568,ORD100568,2025-09-30,CUST000354,False,Email/SMS,Flow - Welcome Series,Desktop,Midwest,SKU009,3,34.0,102.0,0.0,0.0,0.0,102.0,32.64,8.89,3.26
ORD100569,ORD100569,2025-09-30,CUST000303,False,Email/SMS,Flow - Post Purchase Winback,Mobile,Northeast,SKU003,1,48.0,48.0,0.0,6.95,4.14,59.09,12.0,9.38,2.01
ORD100570,ORD100570,2025-09-30,CUST000374,True,Direct,(direct),Mobile,Northeast,SKU003,2,48.0,96.0,0.0,0.0,0.0,96.0,24.0,9.19,3.08
ORD100571,ORD100571,2025-09-30,CUST000375,True,Meta Ads,Retargeting - Engaged 30d,Desktop,South,SKU005,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,8.45,1.72
ORD100572,ORD100572,2025-09-30,CUST000102,False,Direct,(direct),Mobile,Midwest,SKU006,2,38.0,76.0,0.0,0.0,0.0,76.0,22.8,7.98,2.5
ORD100573,ORD100573,2025-09-30,CUST000376,True,Meta Ads,Retargeting - Engaged 30d,Mobile,West,SKU006,1,38.0,38.0,5.77,6.95,0.0,44.95,11.4,7.63,1.44
ORD100574,ORD100574,2025-09-30,CUST000217,False,Direct,(direct),Mobile,West,SKU009,1,34.0,34.0,0.0,6.95,0.0,40.95,10.88,7.91,1.49
ORD100575,ORD100575,2025-09-30,CUST000375,False,Organic Search,(organic),Desktop,South,SKU001,1,24.0,24.0,2.29,6.95,0.0,30.95,7.2,7.42,1.13
ORD100576,ORD100576,2025-09-30,CUST000120,False,Organic Search,(organic),Mobile,Northeast,SKU010,2,28.0,56.0,0.0,6.95,0.0,62.95,16.8,9.6,2.13
ORD100577,ORD100577,2025-09-30,CUST000377,True,Organic Social,(organic social),Mobile,West,SKU005,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,6.51,1.72
ORD100578,ORD100578,2025-09-30,CUST000378,True,Meta Ads,Retargeting - Cart Abandon,Mobile,Northeast,SKU012,1,145.0,145.0,0.0,0.0,0.0,145.0,61.0,8.0,4.5
ORD100579,ORD100579,2025-09-30,CUST000379,True,Direct,(direct),Mobile,West,SKU002,1,22.0,22.0,3.41,6.95,0.0,28.95,6.6,6.71,1.04
ORD100580,ORD100580,2025-09-30,CUST000011,False,Email/SMS,Flow - Abandoned Cart,Desktop,South,SKU011,3,98.0,294.0,27.35,0.0,25.11,319.11,114.0,7.92,8.76
ORD100581,ORD100581,2025-09-30,CUST000380,True,Meta Ads,Prospecting - Broad,Desktop,West,SKU006,1,38.0,38.0,3.1,6.95,2.93,47.88,11.4,7.05,1.6
ORD100582,ORD100582,2025-09-30,CUST000146,False,Direct,(direct),Mobile,South,SKU007,1,52.0,52.0,0.0,6.95,0.0,58.95,16.64,7.96,2.01
ORD100583,ORD100583,2025-09-30,CUST000152,False,Organic Social,(organic social),Desktop,West,SKU008,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,8.01,1.43
ORD100584,ORD100584,2025-09-30,CUST000381,True,Google Ads,Search - Brand,Mobile,Northeast,SKU008,1,32.0,32.0,0.0,6.95,2.51,41.46,9.6,8.76,1.5
ORD100585,ORD100585,2025-09-30,CUST000382,True,Meta Ads,Prospecting - Lookalike 1%,Desktop,South,SKU003,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,8.07,1.89
ORD100586,ORD100586,2025-09-30,CUST000224,False,Organic Search,(organic),Desktop,West,SKU007,1,52.0,52.0,10.12,6.95,4.63,63.58,16.64,8.24,1.85
ORD100587,ORD100587,2025-09-30,CUST000147,False,Email/SMS,Flow - Post Purchase Winback,Mobile,West,SKU002,1,22.0,22.0,0.0,6.95,1.86,30.81,6.6,7.85,1.19
ORD100588,ORD100588,2025-09-30,CUST000383,True,Organic Search,(organic),Desktop,West,SKU010,2,28.0,56.0,0.0,6.95,0.0,62.95,16.8,8.03,2.13
ORD100589,ORD100589,2025-09-30,CUST000173,False,Unattributed,(not set),Mobile,West,SKU009,2,34.0,68.0,0.0,6.95,4.62,79.57,21.76,8.41,2.61
ORD100590,ORD100590,2025-09-30,CUST000384,True,Organic Social,(organic social),Desktop,South,SKU008,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,6.94,1.43
ORD100591,ORD100591,2025-09-30,CUST000385,True,Google Ads,Search - Brand,Mobile,Northeast,SKU011,1,98.0,98.0,0.0,0.0,0.0,98.0,38.0,8.67,3.14
ORD100592,ORD100592,2025-09-30,CUST000386,True,Meta Ads,Prospecting - Broad,Mobile,West,SKU007,1,52.0,52.0,0.0,6.95,0.0,58.95,16.64,7.61,2.01
ORD100593,ORD100593,2025-09-30,CUST000387,True,Direct,(direct),Desktop,Midwest,SKU004,1,56.0,56.0,11.08,6.95,3.98,66.93,15.68,8.61,1.92
ORD100594,ORD100594,2025-09-30,CUST000242,False,Organic Search,(organic),Mobile,Midwest,SKU007,2,52.0,104.0,0.0,0.0,6.54,110.54,33.28,7.79,3.51
ORD100595,ORD100595,2025-09-30,CUST000274,False,Email/SMS,Flow - Welcome Series,Desktop,West,SKU002,4,22.0,88.0,9.12,0.0,0.0,88.0,26.4,7.25,2.59
ORD100596,ORD100596,2025-10-01,CUST000388,True,Google Ads,Search - Nonbrand Skincare,Desktop,South,SKU003,2,48.0,96.0,0.0,0.0,0.0,96.0,24.0,7.83,3.08
ORD100597,ORD100597,2025-10-01,CUST000378,False,Direct,(direct),Mobile,Northeast,SKU010,1,28.0,28.0,0.0,6.95,3.19,38.14,8.4,7.9,1.41
ORD100598,ORD100598,2025-10-01,CUST000234,False,Meta Ads,Retargeting - Engaged 30d,Mobile,South,SKU006,1,38.0,38.0,0.0,6.95,0.0,44.95,11.4,8.16,1.6
ORD100599,ORD100599,2025-10-01,CUST000213,False,Email/SMS,Flow - Post Purchase Winback,Mobile,Northeast,SKU008,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,9.02,1.43
ORD100600,ORD100600,2025-10-01,CUST000389,True,Meta Ads,Prospecting - Broad,Desktop,Northeast,SKU008,1,32.0,32.0,0.0,6.95,2.56,41.51,9.6,8.17,1.5
ORD100601,ORD100601,2025-10-01,CUST000390,True,Unattributed,(not set),Desktop,West,SKU010,1,28.0,28.0,0.0,6.95,0.0,34.95,8.4,7.82,1.31
ORD100602,ORD100602,2025-10-01,CUST000391,True,Meta Ads,Retargeting - Engaged 30d,Mobile,South,SKU004,1,56.0,56.0,0.0,6.95,3.9,66.85,15.68,8.14,2.24
ORD100603,ORD100603,2025-10-01,CUST000392,True,Google Ads,PMax - Skincare Prospecting,Mobile,West,SKU004,4,56.0,224.0,0.0,0.0,14.8,238.8,62.72,8.44,7.23
ORD100604,ORD100604,2025-10-01,CUST000287,False,Email/SMS,Flow - Abandoned Cart,Tablet,South,SKU010,1,28.0,28.0,2.39,6.95,0.0,34.95,8.4,8.7,1.24
ORD100605,ORD100605,2025-10-01,CUST000393,True,Google Ads,Shopping - Bestsellers,Mobile,South,SKU005,1,42.0,42.0,3.55,6.95,0.0,48.95,10.5,7.22,1.62
ORD100606,ORD100606,2025-10-01,CUST000394,True,Organic Search,(organic),Mobile,West,SKU007,1,52.0,52.0,0.0,6.95,0.0,58.95,16.64,8.29,2.01
ORD100607,ORD100607,2025-10-01,CUST000395,True,Organic Social,(organic social),Desktop,Northeast,SKU003,2,48.0,96.0,0.0,0.0,0.0,96.0,24.0,9.45,3.08
ORD100608,ORD100608,2025-10-01,CUST000169,False,Email/SMS,Flow - Abandoned Cart,Desktop,South,SKU004,3,56.0,168.0,18.75,0.0,8.41,176.41,47.04,8.0,4.87
ORD100609,ORD100609,2025-10-01,CUST000396,True,Meta Ads,Prospecting - Broad,Desktop,Northeast,SKU010,1,28.0,28.0,0.0,6.95,0.0,34.95,8.4,9.8,1.31
ORD100610,ORD100610,2025-10-01,CUST000397,True,Google Ads,Search - Brand,Mobile,Northeast,SKU006,1,38.0,38.0,6.53,6.95,3.03,47.98,11.4,9.27,1.5
ORD100611,ORD100611,2025-10-01,CUST000398,True,Direct,(direct),Mobile,West,SKU001,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,7.49,1.2
ORD100612,ORD100612,2025-10-01,CUST000399,True,Organic Search,(organic),Desktop,Northeast,SKU006,2,38.0,76.0,6.17,6.95,5.32,88.27,22.8,8.67,2.68
ORD100613,ORD100613,2025-10-01,CUST000217,False,Meta Ads,Retargeting - Engaged 30d,Mobile,West,SKU001,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,7.24,1.2
ORD100614,ORD100614,2025-10-01,CUST000400,True,Google Ads,Shopping - Bestsellers,Mobile,Northeast,SKU005,2,42.0,84.0,0.0,0.0,0.0,84.0,21.0,8.03,2.74
ORD100615,ORD100615,2025-10-01,CUST000401,True,Direct,(direct),Tablet,West,SKU003,1,48.0,48.0,0.0,6.95,4.81,59.76,12.0,7.7,2.03
ORD100616,ORD100616,2025-10-01,CUST000402,True,Google Ads,Search - Brand,Mobile,South,SKU010,1,28.0,28.0,0.0,6.95,0.0,34.95,8.4,8.0,1.31
ORD100617,ORD100617,2025-10-01,CUST000403,True,Meta Ads,Prospecting - Lookalike 1%,Mobile,West,SKU011,3,98.0,294.0,55.23,0.0,17.93,311.93,114.0,7.99,7.74
ORD100618,ORD100618,2025-10-01,CUST000404,True,Organic Search,(organic),Mobile,South,SKU005,2,42.0,84.0,0.0,0.0,0.0,84.0,21.0,8.6,2.74
ORD100619,ORD100619,2025-10-01,CUST000405,True,Meta Ads,Retargeting - Engaged 30d,Desktop,Midwest,SKU005,2,42.0,84.0,0.0,0.0,4.82,88.82,21.0,8.13,2.88
ORD100620,ORD100620,2025-10-01,CUST000406,True,Meta Ads,Prospecting - Broad,Desktop,Midwest,SKU004,1,56.0,56.0,5.07,6.95,3.96,66.91,15.68,8.18,2.09
ORD100621,ORD100621,2025-10-01,CUST000094,False,Email/SMS,Flow - Welcome Series,Mobile,West,SKU006,3,38.0,114.0,0.0,0.0,0.0,114.0,34.2,7.11,3.61
ORD100622,ORD100622,2025-10-01,CUST000407,True,Meta Ads,Prospecting - Broad,Desktop,Northeast,SKU003,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,9.59,1.89
ORD100623,ORD100623,2025-10-01,CUST000408,True,Meta Ads,Retargeting - Engaged 30d,Mobile,Midwest,SKU010,4,28.0,112.0,0.0,0.0,7.77,119.77,33.6,9.3,3.77
ORD100624,ORD100624,2025-10-01,CUST000409,True,Meta Ads,Retargeting - Engaged 30d,Desktop,West,SKU008,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,6.79,1.43
ORD100625,ORD100625,2025-10-01,CUST000410,True,Direct,(direct),Desktop,Northeast,SKU006,2,38.0,76.0,0.0,0.0,6.0,82.0,22.8,9.21,2.68
ORD100626,ORD100626,2025-10-01,CUST000411,True,Organic Search,(organic),Desktop,Northeast,SKU008,1,32.0,32.0,0.0,6.95,0.0,38.95,9.6,9.59,1.43
ORD100627,ORD100627,2025-10-01,CUST000412,True,Google Ads,PMax - Skincare Prospecting,Mobile,Midwest,SKU008,2,32.0,64.0,0.0,6.95,4.29,75.24,19.2,8.88,2.48
ORD100628,ORD100628,2025-10-01,CUST000334,False,Google Ads,PMax - Skincare Prospecting,Mobile,South,SKU007,2,52.0,104.0,0.0,0.0,7.79,111.79,33.28,7.13,3.54
ORD100629,ORD100629,2025-10-01,CUST000413,True,Meta Ads,Prospecting - Broad,Desktop,South,SKU007,2,52.0,104.0,0.0,0.0,7.04,111.04,33.28,7.03,3.52
ORD100630,ORD100630,2025-10-01,CUST000414,True,Google Ads,PMax - Skincare Prospecting,Mobile,Midwest,SKU008,2,32.0,64.0,9.35,6.95,0.0,70.95,19.2,8.25,2.09
ORD100631,ORD100631,2025-10-02,CUST000415,True,Google Ads,Search - Brand,Desktop,South,SKU006,1,38.0,38.0,0.0,6.95,0.0,44.95,11.4,7.25,1.6
ORD100632,ORD100632,2025-10-02,CUST000416,True,Meta Ads,Retargeting - Cart Abandon,Desktop,Northeast,SKU012,1,145.0,145.0,0.0,0.0,12.81,157.81,61.0,9.5,4.88
ORD100633,ORD100633,2025-10-02,CUST000417,True,Google Ads,PMax - Skincare Prospecting,Mobile,South,SKU004,1,56.0,56.0,0.0,6.95,5.55,68.5,15.68,8.07,2.29
ORD100634,ORD100634,2025-10-02,CUST000418,True,Google Ads,PMax - Skincare Prospecting,Desktop,South,SKU005,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,7.65,1.72
ORD100635,ORD100635,2025-10-02,CUST000419,True,Meta Ads,Retargeting - Cart Abandon,Mobile,West,SKU005,2,42.0,84.0,0.0,0.0,7.52,91.52,21.0,7.38,2.95
ORD100636,ORD100636,2025-10-02,CUST000420,True,Organic Search,(organic),Mobile,Midwest,SKU004,1,56.0,56.0,0.0,6.95,5.32,68.27,15.68,9.05,2.28
ORD100637,ORD100637,2025-10-02,CUST000421,True,Google Ads,PMax - Skincare Prospecting,Mobile,Northeast,SKU011,2,98.0,196.0,0.0,0.0,0.0,196.0,76.0,8.88,5.98
ORD100638,ORD100638,2025-10-02,CUST000336,False,Google Ads,Search - Nonbrand Skincare,Mobile,Midwest,SKU010,1,28.0,28.0,3.41,6.95,2.92,37.87,8.4,8.53,1.3
ORD100639,ORD100639,2025-10-02,CUST000422,True,Meta Ads,Retargeting - Engaged 30d,Mobile,Northeast,SKU007,1,52.0,52.0,4.71,6.95,0.0,58.95,16.64,9.71,1.87
ORD100640,ORD100640,2025-10-02,CUST000308,False,Email/SMS,Campaign - Monthly Newsletter,Mobile,South,SKU003,1,48.0,48.0,6.02,6.95,0.0,54.95,12.0,8.83,1.72
ORD100641,ORD100641,2025-10-02,CUST000423,True,Organic Search,(organic),Mobile,West,SKU004,1,56.0,56.0,0.0,6.95,0.0,62.95,15.68,6.99,2.13
ORD100642,ORD100642,2025-10-02,CUST000424,True,Organic Social,(organic social),Mobile,South,SKU003,2,48.0,96.0,0.0,0.0,0.0,96.0,24.0,7.58,3.08
ORD100643,ORD100643,2025-10-02,CUST000425,True,Google Ads,Shopping - Bestsellers,Mobile,Midwest,SKU012,1,145.0,145.0,0.0,0.0,9.44,154.44,61.0,8.56,4.78
ORD100644,ORD100644,2025-10-02,CUST000136,False,Email/SMS,Flow - Abandoned Cart,Tablet,Northeast,SKU011,2,98.0,196.0,21.11,0.0,11.44,207.44,76.0,9.01,5.7
ORD100645,ORD100645,2025-10-02,CUST000426,True,Direct,(direct),Mobile,West,SKU006,1,38.0,38.0,0.0,6.95,2.86,47.81,11.4,7.51,1.69
ORD100646,ORD100646,2025-10-02,CUST000343,False,Direct,(direct),Desktop,West,SKU003,2,48.0,96.0,10.47,0.0,0.0,96.0,24.0,8.18,2.78
ORD100647,ORD100647,2025-10-02,CUST000427,True,Google Ads,Search - Brand,Mobile,West,SKU002,1,22.0,22.0,0.0,6.95,1.89,30.84,6.6,6.57,1.19
ORD100648,ORD100648,2025-10-02,CUST000428,True,Organic Search,(organic),Desktop,Northeast,SKU011,1,98.0,98.0,11.71,0.0,5.99,103.99,38.0,9.22,2.98
ORD100649,ORD100649,2025-10-02,CUST000320,False,Organic Search,(organic),Desktop,West,SKU011,1,98.0,98.0,12.35,0.0,0.0,98.0,38.0,7.81,2.78
ORD100650,ORD100650,2025-10-02,CUST000131,False,Organic Search,(organic),Mobile,South,SKU006,2,38.0,76.0,0.0,0.0,0.0,76.0,22.8,7.62,2.5
ORD100651,ORD100651,2025-10-02,CUST000395,False,Unattributed,(not set),Mobile,Northeast,SKU011,1,98.0,98.0,0.0,0.0,0.0,98.0,38.0,8.59,3.14
ORD100652,ORD100652,2025-10-02,CUST000429,True,Meta Ads,Retargeting - Engaged 30d,Mobile,West,SKU007,1,52.0,52.0,0.0,6.95,4.71,63.66,16.64,6.64,2.15
ORD100653,ORD100653,2025-10-02,CUST000430,True,Meta Ads,Prospecting - Broad,Mobile,South,SKU007,1,52.0,52.0,0.0,6.95,0.0,58.95,16.64,7.4,2.01
ORD100654,ORD100654,2025-10-02,CUST000268,False,Organic Search,(organic),Mobile,Midwest,SKU010,1,28.0,28.0,0.0,6.95,2.28,37.23,8.4,8.76,1.38
ORD100655,ORD100655,2025-10-02,CUST000431,True,Meta Ads,Prospecting - Lookalike 1%,Desktop,West,SKU009,1,34.0,34.0,0.0,6.95,3.3,44.25,10.88,6.67,1.58
ORD100656,ORD100656,2025-10-02,CUST000432,True,Organic Social,(organic social),Desktop,Northeast,SKU011,4,98.0,392.0,0.0,0.0,0.0,392.0,152.0,8.6,11.67
ORD100657,ORD100657,2025-10-02,CUST000327,False,Organic Social,(organic social),Desktop,West,SKU010,1,28.0,28.0,0.0,6.95,0.0,34.95,8.4,6.69,1.31
ORD100658,ORD100658,2025-10-02,CUST000433,True,Email/SMS,Flow - Post Purchase Winback,Desktop,West,SKU001,2,24.0,48.0,0.0,6.95,0.0,54.95,14.4,7.59,1.89
ORD100659,ORD100659,2025-10-02,CUST000243,False,Organic Search,(organic),Mobile,West,SKU004,1,56.0,56.0,0.0,6.95,0.0,62.95,15.68,8.03,2.13
ORD100660,ORD100660,2025-10-02,CUST000434,True,Meta Ads,Prospecting - Lookalike 1%,Mobile,West,SKU005,1,42.0,42.0,0.0,6.95,0.0,48.95,10.5,8.42,1.72
ORD100661,ORD100661,2025-10-02,CUST000435,True,Google Ads,PMax - Skincare Prospecting,Mobile,Northeast,SKU004,1,56.0,56.0,10.11,6.95,4.68,67.63,15.68,8.14,1.97
ORD100662,ORD100662,2025-10-02,CUST000436,True,Organic Search,(organic),Tablet,South,SKU007,1,52.0,52.0,0.0,6.95,0.0,58.95,16.64,8.72,2.01
ORD100663,ORD100663,2025-10-02,CUST000437,True,Google Ads,PMax - Skincare Prospecting,Desktop,Midwest,SKU003,1,48.0,48.0,0.0,6.95,3.3,58.25,12.0,9.28,1.99
ORD100664,ORD100664,2025-10-02,CUST000311,False,Direct,(direct),Mobile,West,SKU003,1,48.0,48.0,0.0,6.95,3.56,58.51,12.0,7.48,2.0
ORD100665,ORD100665,2025-10-02,CUST000438,True,Organic Search,(organic),Mobile,South,SKU001,2,24.0,48.0,0.0,6.95,0.0,54.95,14.4,7.25,1.89
ORD100666,ORD100666,2025-10-03,CUST000439,True,Meta Ads,Retargeting - Engaged 30d,Mobile,Northeast,SKU001,1,24.0,24.0,0.0,6.95,1.92,32.87,7.2,9.66,1.25
ORD100667,ORD100667,2025-10-03,CUST000435,False,Email/SMS,Flow - Post Purchase Winback,Mobile,Northeast,SKU006,1,38.0,38.0,0.0,6.95,0.0,44.95,11.4,9.69,1.6
ORD100668,ORD100668,2025-10-03,CUST000440,True,Google Ads,Search - Nonbrand Skincare,Mobile,Midwest,SKU004,1,56.0,56.0,0.0,6.95,0.0,62.95,15.68,7.79,2.13
ORD100669,ORD100669,2025-10-03,CUST000094,False,Direct,(direct),Desktop,West,SKU010,2,28.0,56.0,0.0,6.95,4.86,67.81,16.8,7.02,2.27
ORD100670,ORD100670,2025-10-03,CUST000441,True,Meta Ads,Retargeting - Cart Abandon,Mobile,Midwest,SKU003,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,7.59,1.89
ORD100671,ORD100671,2025-10-03,CUST000150,False,Organic Search,(organic),Desktop,Midwest,SKU003,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,8.18,1.89
ORD100672,ORD100672,2025-10-03,CUST000442,True,Organic Search,(organic),Desktop,Northeast,SKU002,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,9.18,1.14
ORD100673,ORD100673,2025-10-03,CUST000303,False,Direct,(direct),Mobile,Northeast,SKU004,1,56.0,56.0,0.0,6.95,4.47,67.42,15.68,8.82,2.26
ORD100674,ORD100674,2025-10-03,CUST000443,True,Organic Search,(organic),Desktop,Midwest,SKU010,1,28.0,28.0,0.0,6.95,0.0,34.95,8.4,9.21,1.31
ORD100675,ORD100675,2025-10-03,CUST000444,True,Meta Ads,Retargeting - Cart Abandon,Mobile,Northeast,SKU003,1,48.0,48.0,0.0,6.95,3.76,58.71,12.0,8.54,2.0
ORD100676,ORD100676,2025-10-03,CUST000445,True,Unattributed,(not set),Desktop,Midwest,SKU003,1,48.0,48.0,0.0,6.95,4.81,59.76,12.0,8.55,2.03
ORD100677,ORD100677,2025-10-03,CUST000446,True,Direct,(direct),Mobile,West,SKU007,1,52.0,52.0,0.0,6.95,3.73,62.68,16.64,7.81,2.12
ORD100678,ORD100678,2025-10-03,CUST000004,False,Google Ads,Search - Brand,Mobile,South,SKU007,1,52.0,52.0,10.14,6.95,4.53,63.48,16.64,8.89,1.85
ORD100679,ORD100679,2025-10-03,CUST000447,True,Google Ads,Search - Brand,Mobile,West,SKU008,2,32.0,64.0,0.0,6.95,0.0,70.95,19.2,6.9,2.36
ORD100680,ORD100680,2025-10-03,CUST000448,True,Google Ads,Search - Brand,Mobile,Northeast,SKU011,1,98.0,98.0,0.0,0.0,8.26,106.26,38.0,9.67,3.38
ORD100681,ORD100681,2025-10-03,CUST000449,True,Unattributed,(not set),Desktop,West,SKU004,1,56.0,56.0,0.0,6.95,4.65,67.6,15.68,8.35,2.26
ORD100682,ORD100682,2025-10-03,CUST000450,True,Meta Ads,Retargeting - Cart Abandon,Mobile,Northeast,SKU003,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,9.7,1.89
ORD100683,ORD100683,2025-10-03,CUST000451,True,Meta Ads,Prospecting - Broad,Desktop,South,SKU003,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,7.14,1.89
ORD100684,ORD100684,2025-10-03,CUST000156,False,Google Ads,Search - Nonbrand Skincare,Mobile,Midwest,SKU003,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,9.24,1.89
ORD100685,ORD100685,2025-10-03,CUST000452,True,Google Ads,Search - Nonbrand Skincare,Mobile,Northeast,SKU010,1,28.0,28.0,0.0,6.95,0.0,34.95,8.4,8.94,1.31
ORD100686,ORD100686,2025-10-03,CUST000453,True,Meta Ads,Retargeting - Cart Abandon,Mobile,Midwest,SKU009,1,34.0,34.0,0.0,6.95,3.18,44.13,10.88,8.87,1.58
ORD100687,ORD100687,2025-10-03,CUST000265,False,Direct,(direct),Mobile,West,SKU002,1,22.0,22.0,4.15,6.95,0.0,28.95,6.6,8.27,1.02
ORD100688,ORD100688,2025-10-03,CUST000052,False,Email/SMS,Campaign - Monthly Newsletter,Mobile,Midwest,SKU002,3,22.0,66.0,0.0,6.95,0.0,72.95,19.8,8.51,2.42
ORD100689,ORD100689,2025-10-03,CUST000454,True,Meta Ads,Prospecting - Lookalike 1%,Mobile,South,SKU002,1,22.0,22.0,0.0,6.95,0.0,28.95,6.6,8.05,1.14
ORD100690,ORD100690,2025-10-03,CUST000455,True,Google Ads,Search - Brand,Mobile,South,SKU002,1,22.0,22.0,0.0,6.95,2.25,31.2,6.6,8.07,1.2
ORD100691,ORD100691,2025-10-03,CUST000456,True,Organic Search,(organic),Mobile,South,SKU005,2,42.0,84.0,0.0,0.0,0.0,84.0,21.0,8.49,2.74
ORD100692,ORD100692,2025-10-03,CUST000259,False,Google Ads,PMax - Skincare Prospecting,Mobile,Northeast,SKU008,2,32.0,64.0,0.0,6.95,0.0,70.95,19.2,9.17,2.36
ORD100693,ORD100693,2025-10-03,CUST000457,True,Organic Social,(organic social),Desktop,Northeast,SKU003,1,48.0,48.0,0.0,6.95,0.0,54.95,12.0,9.49,1.89
ORD100694,ORD100694,2025-10-03,CUST000458,True,Organic Social,(organic social),Mobile,Northeast,SKU006,1,38.0,38.0,7.06,6.95,0.0,44.95,11.4,9.09,1.4
ORD100695,ORD100695,2025-10-03,CUST000378,False,Google Ads,Search - Brand,Mobile,Northeast,SKU003,1,48.0,48.0,0.0,6.95,3.98,58.93,12.0,9.53,2.01
ORD100696,ORD100696,2025-10-03,CUST000079,False,Organic Social,(organic social),Mobile,West,SKU002,4,22.0,88.0,17.1,6.95,0.0,94.95,26.4,8.29,2.56
ORD100697,ORD100697,2025-10-03,CUST000091,False,Organic Search,(organic),Desktop,South,SKU005,1,42.0,42.0,0.0,6.95,3.57,52.52,10.5,7.94,1.82
ORD100698,ORD100698,2025-10-03,CUST000459,True,Meta Ads,Prospecting - Lookalike 1%,Desktop,South,SKU003,2,48.0,96.0,9.69,0.0,0.0,96.0,24.0,8.55,2.8
ORD100699,ORD100699,2025-10-03,CUST000107,False,Email/SMS,Flow - Abandoned Cart,Desktop,West,SKU002,4,22.0,88.0,10.16,0.0,0.0,88.0,26.4,7.71,2.56
ORD100700,ORD100700,2025-10-03,CUST000460,True,Meta Ads,Retargeting - Engaged 30d,Desktop,West,SKU006,2,38.0,76.0,0.0,0.0,7.06,83.06,22.8,7.64,2.71
ORD100701,ORD100701,2025-10-03,CUST000461,True,Google Ads,Search - Brand,Tablet,South,SKU006,3,38.0,114.0,0.0,0.0,0.0,114.0,34.2,7.11,3.61
ORD100702,ORD100702,2025-10-03,CUST000462,True,Meta Ads,Prospecting - Broad,Desktop,Northeast,SKU007,2,52.0,104.0,0.0,0.0,6.54,110.54,33.28,9.08,3.51
ORD100703,ORD100703,2025-10-04,CUST000463,True,Meta Ads,Prospecting - Broad,Mobile,West,SKU002,1,22.0,22.0,0.0,6.95,2.18,31.13,6.6,8.45,1.2
ORD100704,ORD100704,2025-10-04,CUST000440,False,Organic Search,(organic),Mobile,Midwest,SKU006,2,38.0,76.0,0.0,0.0,6.24,82.24,22.8,8.98,2.68
ORD100705,ORD100705,2025-10-04,CUST000416,False,Email/SMS,Flow - Abandoned Cart,Mobile,Northeast,SKU004,1,56.0,56.0,5.5,6.95,0.0,62.95,15.68,9.19,1.97
ORD100706,ORD100706,2025-10-04,CUST000235,False,Organic Social,(organic social),Mobile,West,SKU001,1,24.0,24.0,0.0,6.95,0.0,30.95,7.2,6.81,1.2
