date,channel,campaign,ad_set,product_focus,spend,impressions,clicks,platform_reported_revenue,platform_reported_conversions
2025-12-21,Google Ads,Shopping - Bestsellers,N/A,SKU006,62.78,4151,231,192.82,5
2025-12-22,Google Ads,Shopping - Bestsellers,N/A,SKU001,35.2,3335,129,160.39,4
2025-12-23,Google Ads,Shopping - Bestsellers,N/A,SKU002,9.25,638,21,8.95,0
2025-12-24,Google Ads,Shopping - Bestsellers,N/A,SKU003,21.3,1832,68,81.77,2
2025-12-25,Google Ads,Shopping - Bestsellers,N/A,SKU004,11.25,728,25,49.9,1
2025-12-26,Google Ads,Shopping - Bestsellers,N/A,SKU005,68.65,6961,287,297.89,7
2025-12-27,Google Ads,Shopping - Bestsellers,N/A,SKU011,61.26,3834,153,196.84,5
2025-12-28,Google Ads,Shopping - Bestsellers,N/A,SKU010,8.47,717,28,6.86,0
2025-12-29,Google Ads,Shopping - Bestsellers,N/A,SKU010,12.12,868,48,4.6,0
2025-12-30,Google Ads,Shopping - Bestsellers,N/A,SKU005,51.43,4160,131,168.76,4
2025-12-31,Google Ads,Shopping - Bestsellers,N/A,SKU008,8.78,841,49,4.69,0
2026-01-01,Google Ads,Shopping - Bestsellers,N/A,SKU006,39.29,3944,155,168.13,4
2026-01-02,Google Ads,Shopping - Bestsellers,N/A,SKU006,10.27,760,38,5.98,0
2026-01-03,Google Ads,Shopping - Bestsellers,N/A,SKU005,22.41,2023,117,68.01,2
2026-01-04,Google Ads,Shopping - Bestsellers,N/A,SKU001,40.64,3956,137,137.12,3
2026-01-05,Google Ads,Shopping - Bestsellers,N/A,SKU007,88.81,8484,354,291.53,7
2026-01-06,Google Ads,Shopping - Bestsellers,N/A,SKU005,12.48,1129,38,4.31,0
2026-01-07,Google Ads,Shopping - Bestsellers,N/A,SKU003,14.9,959,41,58.43,1
2026-01-08,Google Ads,Shopping - Bestsellers,N/A,SKU010,43.73,3622,125,175.48,4
2026-01-09,Google Ads,Shopping - Bestsellers,N/A,SKU006,63.82,4829,287,306.23,7
2026-01-10,Google Ads,Shopping - Bestsellers,N/A,SKU011,8.61,552,14,6.1,0
2026-01-11,Google Ads,Shopping - Bestsellers,N/A,SKU002,139.78,12342,619,467.06,11
2026-01-12,Google Ads,Shopping - Bestsellers,N/A,SKU009,47.84,4274,147,141.68,3
2026-01-13,Google Ads,Shopping - Bestsellers,N/A,SKU008,11.41,717,39,45.14,1
2026-01-14,Google Ads,Shopping - Bestsellers,N/A,SKU004,9.03,615,32,5.11,0
2026-01-15,Google Ads,Shopping - Bestsellers,N/A,SKU006,12.49,1019,29,60.43,1
2026-01-16,Google Ads,Shopping - Bestsellers,N/A,SKU005,120.15,9276,296,465.16,11
2026-01-17,Google Ads,Shopping - Bestsellers,N/A,SKU003,44.78,3003,160,148.61,4
2026-01-18,Google Ads,Shopping - Bestsellers,N/A,SKU007,22.88,1869,57,117.66,3
2026-01-19,Google Ads,Shopping - Bestsellers,N/A,SKU001,9.34,659,19,36.32,1
2026-01-20,Google Ads,Shopping - Bestsellers,N/A,SKU006,90.29,9052,304,487.39,12
2026-01-21,Google Ads,Shopping - Bestsellers,N/A,SKU003,45.06,4192,131,171.14,4
2026-01-22,Google Ads,Shopping - Bestsellers,N/A,SKU011,73.89,6373,182,251.17,6
2026-01-23,Google Ads,Shopping - Bestsellers,N/A,SKU009,30.73,3251,143,144.56,3
2026-01-24,Google Ads,Shopping - Bestsellers,N/A,SKU001,46.94,3991,122,225.88,5
2026-01-25,Google Ads,Shopping - Bestsellers,N/A,SKU010,24.92,2064,66,80.92,2
2026-01-26,Google Ads,Shopping - Bestsellers,N/A,SKU002,89.21,7041,281,415.08,10
2026-01-27,Google Ads,Shopping - Bestsellers,N/A,SKU009,12.07,1028,49,53.68,1
2026-01-28,Google Ads,Shopping - Bestsellers,N/A,SKU006,23.66,1549,91,107.56,3
2026-01-29,Google Ads,Shopping - Bestsellers,N/A,SKU002,76.7,7696,336,246.96,6
2026-01-30,Google Ads,Shopping - Bestsellers,N/A,SKU008,12.42,1040,33,8.45,0
2026-01-31,Google Ads,Shopping - Bestsellers,N/A,SKU003,90.8,5830,229,273.06,7
2026-02-01,Google Ads,Shopping - Bestsellers,N/A,SKU001,27.34,2289,113,97.77,2
2026-02-02,Google Ads,Shopping - Bestsellers,N/A,SKU007,12.64,1071,41,53.63,1
2026-02-03,Google Ads,Shopping - Bestsellers,N/A,SKU001,56.56,4997,177,189.55,5
2026-02-04,Google Ads,Shopping - Bestsellers,N/A,SKU003,31.95,3101,114,102.71,2
2026-02-05,Google Ads,Shopping - Bestsellers,N/A,SKU001,98.05,6701,219,342.77,8
2026-02-06,Google Ads,Shopping - Bestsellers,N/A,SKU010,25.56,1826,78,118.5,3
2026-02-07,Google Ads,Shopping - Bestsellers,N/A,SKU008,47.75,3807,152,241.11,6
2026-02-08,Google Ads,Shopping - Bestsellers,N/A,SKU007,30.04,2463,70,116.81,3
2026-02-09,Google Ads,Shopping - Bestsellers,N/A,SKU006,225.45,18057,759,672.2,16
2026-02-10,Google Ads,Shopping - Bestsellers,N/A,SKU006,12.97,1267,61,4.8,0
2026-02-11,Google Ads,Shopping - Bestsellers,N/A,SKU006,10.49,802,21,4.11,0
2026-02-12,Google Ads,Shopping - Bestsellers,N/A,SKU005,8.78,905,43,36.61,1
2026-02-13,Google Ads,Shopping - Bestsellers,N/A,SKU012,128.2,9528,384,428.92,10
2026-02-14,Google Ads,Shopping - Bestsellers,N/A,SKU006,35.74,2410,139,122.29,3
2026-02-15,Google Ads,Shopping - Bestsellers,N/A,SKU007,47.42,3227,181,183.71,4
2026-02-16,Google Ads,Shopping - Bestsellers,N/A,SKU008,12.64,903,27,31.78,1
2026-02-17,Google Ads,Shopping - Bestsellers,N/A,SKU001,112.84,7564,258,393.37,9
2026-02-18,Google Ads,Shopping - Bestsellers,N/A,SKU003,83.16,7632,405,314.89,7
2026-02-19,Google Ads,Shopping - Bestsellers,N/A,SKU010,43.18,3759,153,155.76,4
2026-02-20,Google Ads,Shopping - Bestsellers,N/A,SKU004,180.61,13767,457,607.41,14
2026-02-21,Google Ads,Shopping - Bestsellers,N/A,SKU010,29.36,2555,141,106.79,3
2026-02-22,Google Ads,Shopping - Bestsellers,N/A,SKU003,16.62,1419,79,55.79,1
2026-02-23,Google Ads,Shopping - Bestsellers,N/A,SKU008,24.47,1589,92,96.7,2
2026-02-24,Google Ads,Shopping - Bestsellers,N/A,SKU006,27.45,2650,135,90.95,2
2026-02-25,Google Ads,Shopping - Bestsellers,N/A,SKU010,58.97,4377,207,242.24,6
2026-02-26,Google Ads,Shopping - Bestsellers,N/A,SKU003,9.84,1050,36,4.75,0
2026-02-27,Google Ads,Shopping - Bestsellers,N/A,SKU004,14.24,1310,46,37.45,1
2026-02-28,Google Ads,Shopping - Bestsellers,N/A,SKU003,136.5,13207,494,413.56,10
2026-03-01,Google Ads,Shopping - Bestsellers,N/A,SKU001,13.3,1428,41,70.0,2
2026-03-02,Google Ads,Shopping - Bestsellers,N/A,SKU010,33.79,2607,75,103.72,2
2026-03-03,Google Ads,Shopping - Bestsellers,N/A,SKU007,8.71,802,23,42.49,1
2026-03-04,Google Ads,Shopping - Bestsellers,N/A,SKU005,38.47,3411,124,184.13,4
2026-03-05,Google Ads,Shopping - Bestsellers,N/A,SKU010,61.04,4514,211,189.86,5
2026-03-06,Google Ads,Shopping - Bestsellers,N/A,SKU004,18.2,1406,84,79.64,2
2026-03-07,Google Ads,Shopping - Bestsellers,N/A,SKU005,45.73,3155,135,219.74,5
2026-03-08,Google Ads,Shopping - Bestsellers,N/A,SKU005,27.89,2570,97,114.96,3
2026-03-09,Google Ads,Shopping - Bestsellers,N/A,SKU004,26.86,2882,122,130.22,3
2026-03-10,Google Ads,Shopping - Bestsellers,N/A,SKU010,22.27,1744,92,112.54,3
2026-03-11,Google Ads,Shopping - Bestsellers,N/A,SKU001,32.63,2869,116,131.55,3
2026-03-12,Google Ads,Shopping - Bestsellers,N/A,SKU002,14.99,1097,48,60.27,1
2026-03-13,Google Ads,Shopping - Bestsellers,N/A,SKU007,137.43,13754,453,411.67,10
2026-03-14,Google Ads,Shopping - Bestsellers,N/A,SKU004,45.5,3188,121,160.57,4
2026-03-15,Google Ads,Shopping - Bestsellers,N/A,SKU003,8.63,821,43,6.18,0
2026-03-16,Google Ads,Shopping - Bestsellers,N/A,SKU006,37.94,3153,142,194.87,5
2026-03-17,Google Ads,Shopping - Bestsellers,N/A,SKU001,137.81,14312,542,448.81,11
2026-03-18,Google Ads,Shopping - Bestsellers,N/A,SKU001,17.23,1414,42,53.51,1
2026-03-19,Google Ads,Shopping - Bestsellers,N/A,SKU005,12.48,1023,27,54.73,1
2026-03-20,Google Ads,Shopping - Bestsellers,N/A,SKU001,32.2,2912,136,133.55,3
2026-03-21,Google Ads,Shopping - Bestsellers,N/A,SKU006,211.9,19078,631,918.57,22
2026-03-22,Google Ads,Shopping - Bestsellers,N/A,SKU002,10.3,743,25,51.53,1
2026-03-23,Google Ads,Shopping - Bestsellers,N/A,SKU010,10.26,899,50,4.61,0
2026-03-24,Google Ads,Shopping - Bestsellers,N/A,SKU005,17.93,1616,93,82.5,2
2026-03-25,Google Ads,Shopping - Bestsellers,N/A,SKU007,17.65,1541,56,79.32,2
2026-03-26,Google Ads,Shopping - Bestsellers,N/A,SKU001,13.8,1188,40,36.82,1
2026-03-27,Google Ads,Shopping - Bestsellers,N/A,SKU002,32.64,2272,91,129.88,3
2026-03-28,Google Ads,Shopping - Bestsellers,N/A,SKU001,165.92,18021,750,777.83,19
2026-03-29,Google Ads,Shopping - Bestsellers,N/A,SKU002,88.57,5583,228,392.09,9
2026-03-30,Google Ads,Shopping - Bestsellers,N/A,SKU012,34.62,3189,150,113.58,3
2026-03-31,Google Ads,Shopping - Bestsellers,N/A,SKU001,60.83,4874,134,250.99,6
2026-04-01,Google Ads,Shopping - Bestsellers,N/A,SKU007,17.05,1654,63,61.94,1
2026-04-02,Google Ads,Shopping - Bestsellers,N/A,SKU011,11.38,995,49,40.69,1
2026-04-03,Google Ads,Shopping - Bestsellers,N/A,SKU001,29.84,2710,137,129.37,3
2026-04-04,Google Ads,Shopping - Bestsellers,N/A,SKU001,21.85,1632,78,64.16,2
2026-04-05,Google Ads,Shopping - Bestsellers,N/A,SKU007,23.79,1799,71,103.63,2
2026-04-06,Google Ads,Shopping - Bestsellers,N/A,SKU010,22.49,2428,78,109.26,3
2026-04-07,Google Ads,Shopping - Bestsellers,N/A,SKU012,21.45,1697,90,71.47,2
2026-04-08,Google Ads,Shopping - Bestsellers,N/A,SKU004,49.81,3176,159,167.1,4
2026-04-09,Google Ads,Shopping - Bestsellers,N/A,SKU011,12.06,763,22,54.03,1
2026-04-10,Google Ads,Shopping - Bestsellers,N/A,SKU007,22.4,2305,104,111.42,3
2026-04-11,Google Ads,Shopping - Bestsellers,N/A,SKU003,22.11,2177,83,89.6,2
2026-04-12,Google Ads,Shopping - Bestsellers,N/A,SKU004,19.46,1740,50,90.59,2
2026-04-13,Google Ads,Shopping - Bestsellers,N/A,SKU005,35.69,2556,123,126.2,3
2026-04-14,Google Ads,Shopping - Bestsellers,N/A,SKU012,22.09,1996,101,106.49,3
2026-04-15,Google Ads,Shopping - Bestsellers,N/A,SKU007,15.63,1378,66,49.68,1
2026-04-16,Google Ads,Shopping - Bestsellers,N/A,SKU002,29.03,3220,156,134.06,3
2026-04-17,Google Ads,Shopping - Bestsellers,N/A,SKU002,53.2,3735,114,205.23,5
2026-04-18,Google Ads,Shopping - Bestsellers,N/A,SKU008,10.6,907,37,53.09,1
2026-04-19,Google Ads,Shopping - Bestsellers,N/A,SKU001,54.23,4495,142,240.37,6
2026-04-20,Google Ads,Shopping - Bestsellers,N/A,SKU003,40.97,2829,75,144.89,3
2026-04-21,Google Ads,Shopping - Bestsellers,N/A,SKU009,15.47,1107,41,67.4,2
2026-04-22,Google Ads,Shopping - Bestsellers,N/A,SKU009,143.14,9527,380,552.35,13
2026-04-23,Google Ads,Shopping - Bestsellers,N/A,SKU003,85.31,5919,225,283.77,7
2026-04-24,Google Ads,Shopping - Bestsellers,N/A,SKU012,36.74,2627,81,133.49,3
2026-04-25,Google Ads,Shopping - Bestsellers,N/A,SKU005,33.79,2415,95,146.33,3
2026-04-26,Google Ads,Shopping - Bestsellers,N/A,SKU006,54.86,5342,149,250.46,6
2026-04-27,Google Ads,Shopping - Bestsellers,N/A,SKU001,74.73,6710,318,283.76,7
2026-04-28,Google Ads,Shopping - Bestsellers,N/A,SKU011,11.3,863,26,5.49,0
2026-04-29,Google Ads,Shopping - Bestsellers,N/A,SKU003,93.95,6877,363,407.87,10
2026-04-30,Google Ads,Shopping - Bestsellers,N/A,SKU008,13.97,986,31,48.96,1
2026-05-01,Google Ads,Shopping - Bestsellers,N/A,SKU008,130.6,9176,440,503.13,12
2026-05-02,Google Ads,Shopping - Bestsellers,N/A,SKU005,13.3,1233,44,11.59,0
2026-05-03,Google Ads,Shopping - Bestsellers,N/A,SKU012,25.35,1674,93,113.75,3
2026-05-04,Google Ads,Shopping - Bestsellers,N/A,SKU005,12.43,1049,32,13.21,0
2026-05-05,Google Ads,Shopping - Bestsellers,N/A,SKU002,102.76,8438,228,361.49,9
2026-05-06,Google Ads,Shopping - Bestsellers,N/A,SKU001,48.52,3059,173,214.64,5
2026-05-07,Google Ads,Shopping - Bestsellers,N/A,SKU005,51.34,4799,261,271.09,6
2026-05-08,Google Ads,Shopping - Bestsellers,N/A,SKU003,117.31,11834,342,411.21,10
2026-05-09,Google Ads,Shopping - Bestsellers,N/A,SKU011,55.13,5204,269,235.61,6
2026-05-10,Google Ads,Shopping - Bestsellers,N/A,SKU007,35.01,2407,114,110.66,3
2026-05-11,Google Ads,Shopping - Bestsellers,N/A,SKU007,73.99,8114,438,244.99,6
2026-05-12,Google Ads,Shopping - Bestsellers,N/A,SKU003,23.65,1493,74,105.88,3
2026-05-13,Google Ads,Shopping - Bestsellers,N/A,SKU006,58.1,4496,181,256.77,6
2026-05-14,Google Ads,Shopping - Bestsellers,N/A,SKU003,95.44,6721,389,307.1,7
2026-05-15,Google Ads,Shopping - Bestsellers,N/A,SKU011,39.46,3791,140,182.72,4
2026-05-16,Google Ads,Shopping - Bestsellers,N/A,SKU002,14.81,1189,64,62.11,1
2026-05-17,Google Ads,Shopping - Bestsellers,N/A,SKU007,44.82,4762,224,224.56,5
2026-05-18,Google Ads,Shopping - Bestsellers,N/A,SKU006,16.2,1039,50,68.59,2
2026-05-19,Google Ads,Shopping - Bestsellers,N/A,SKU001,99.53,8448,340,467.06,11
2026-05-20,Google Ads,Shopping - Bestsellers,N/A,SKU009,40.02,3150,140,188.13,4
2026-05-21,Google Ads,Shopping - Bestsellers,N/A,SKU009,22.55,1624,61,97.55,2
2026-05-22,Google Ads,Shopping - Bestsellers,N/A,SKU010,21.48,1583,70,90.43,2
2026-05-23,Google Ads,Shopping - Bestsellers,N/A,SKU009,44.68,3399,130,163.52,4
2026-05-24,Google Ads,Shopping - Bestsellers,N/A,SKU005,30.58,2522,112,128.71,3
2026-05-25,Google Ads,Shopping - Bestsellers,N/A,SKU009,9.31,583,16,38.11,1
2026-05-26,Google Ads,Shopping - Bestsellers,N/A,SKU003,22.65,1908,110,115.03,3
2026-05-27,Google Ads,Shopping - Bestsellers,N/A,SKU008,47.58,3018,135,220.77,5
2026-05-28,Google Ads,Shopping - Bestsellers,N/A,SKU008,13.51,959,34,48.75,1
2026-05-29,Google Ads,Shopping - Bestsellers,N/A,SKU009,51.79,3747,186,206.35,5
2026-05-30,Google Ads,Shopping - Bestsellers,N/A,SKU005,67.78,4907,289,323.07,8
2026-05-31,Google Ads,Shopping - Bestsellers,N/A,SKU004,51.4,4494,247,192.13,5
2026-06-01,Google Ads,Shopping - Bestsellers,N/A,SKU003,58.49,4503,146,223.07,5
2026-06-02,Google Ads,Shopping - Bestsellers,N/A,SKU005,74.79,5009,271,310.4,7
2026-06-03,Google Ads,Shopping - Bestsellers,N/A,SKU002,49.11,3442,154,153.39,4
2026-06-04,Google Ads,Shopping - Bestsellers,N/A,SKU003,36.16,2961,129,183.28,4
2026-06-05,Google Ads,Shopping - Bestsellers,N/A,SKU005,49.25,3343,129,200.86,5
2026-06-06,Google Ads,Shopping - Bestsellers,N/A,SKU001,66.64,5701,324,224.1,5
2026-06-07,Google Ads,Shopping - Bestsellers,N/A,SKU007,50.3,4716,129,221.25,5
2026-06-08,Google Ads,Shopping - Bestsellers,N/A,SKU009,86.87,5616,147,357.86,9
2026-06-09,Google Ads,Shopping - Bestsellers,N/A,SKU002,27.84,2805,133,86.67,2
2026-06-10,Google Ads,Shopping - Bestsellers,N/A,SKU001,107.09,10597,339,426.54,10
2026-06-11,Google Ads,Shopping - Bestsellers,N/A,SKU007,26.26,1908,80,125.0,3
2026-06-12,Google Ads,Shopping - Bestsellers,N/A,SKU002,9.68,816,34,4.31,0
2026-06-13,Google Ads,Shopping - Bestsellers,N/A,SKU002,12.03,867,36,33.91,1
2026-06-14,Google Ads,Shopping - Bestsellers,N/A,SKU005,84.62,8766,483,317.59,8
2026-06-15,Google Ads,Shopping - Bestsellers,N/A,SKU006,49.6,4729,178,220.56,5
2026-06-16,Google Ads,Shopping - Bestsellers,N/A,SKU011,10.95,862,48,40.68,1
2026-06-17,Google Ads,Shopping - Bestsellers,N/A,SKU011,39.74,3588,141,183.47,4
2026-06-18,Google Ads,Shopping - Bestsellers,N/A,SKU005,55.79,6183,256,186.02,4
2026-06-19,Google Ads,Shopping - Bestsellers,N/A,SKU003,14.58,1051,33,45.11,1
2026-06-20,Google Ads,Shopping - Bestsellers,N/A,SKU004,51.45,5157,134,241.7,6
2026-06-21,Google Ads,Shopping - Bestsellers,N/A,SKU010,22.7,1784,97,116.94,3
2026-06-22,Google Ads,Shopping - Bestsellers,N/A,SKU003,10.75,792,28,43.24,1
2026-06-23,Google Ads,Shopping - Bestsellers,N/A,SKU001,146.02,12686,641,694.55,17
2026-06-24,Google Ads,Shopping - Bestsellers,N/A,SKU001,8.82,573,27,5.65,0
2026-06-25,Google Ads,Shopping - Bestsellers,N/A,SKU011,54.68,5260,243,167.37,4
2026-06-26,Google Ads,Shopping - Bestsellers,N/A,SKU006,34.38,2486,100,136.38,3
2026-06-27,Google Ads,Shopping - Bestsellers,N/A,SKU005,29.06,2621,117,118.85,3
2026-06-28,Google Ads,Shopping - Bestsellers,N/A,SKU004,11.2,1154,47,7.92,0
2026-06-29,Google Ads,Shopping - Bestsellers,N/A,SKU012,106.63,6814,324,325.0,8
2026-06-30,Google Ads,Shopping - Bestsellers,N/A,SKU001,129.06,8805,511,434.96,10
2026-07-01,Google Ads,Shopping - Bestsellers,N/A,SKU004,95.35,8480,255,421.65,10
2026-07-02,Google Ads,Shopping - Bestsellers,N/A,SKU006,73.0,5681,219,248.09,6
2026-07-03,Google Ads,Shopping - Bestsellers,N/A,SKU006,95.21,9490,402,371.69,9
2026-07-04,Google Ads,Shopping - Bestsellers,N/A,SKU006,20.03,1772,59,66.67,2
2026-07-05,Google Ads,Shopping - Bestsellers,N/A,SKU003,9.33,838,41,6.97,0
2026-07-06,Google Ads,Shopping - Bestsellers,N/A,SKU003,11.71,749,20,4.26,0
2026-07-07,Google Ads,Shopping - Bestsellers,N/A,SKU003,33.02,3483,130,175.74,4
2026-07-08,Google Ads,Shopping - Bestsellers,N/A,SKU010,17.4,1281,51,69.2,2
2026-07-09,Google Ads,Shopping - Bestsellers,N/A,SKU003,107.73,6777,320,395.78,9
2026-07-10,Google Ads,Shopping - Bestsellers,N/A,SKU001,62.6,6564,346,255.49,6
2026-07-11,Google Ads,Shopping - Bestsellers,N/A,SKU008,13.93,1034,40,56.89,1
2026-07-12,Google Ads,Shopping - Bestsellers,N/A,SKU011,11.91,1181,56,9.81,0
2026-07-13,Google Ads,Shopping - Bestsellers,N/A,SKU001,94.8,7854,298,440.55,10
2026-07-14,Google Ads,Shopping - Bestsellers,N/A,SKU008,8.83,900,34,3.78,0
2026-07-15,Google Ads,Shopping - Bestsellers,N/A,SKU001,24.24,1637,76,113.66,3
2026-07-16,Google Ads,Shopping - Bestsellers,N/A,SKU005,10.63,1062,50,9.03,0
2026-07-17,Google Ads,Shopping - Bestsellers,N/A,SKU002,17.13,1549,80,69.89,2
2026-07-18,Google Ads,Shopping - Bestsellers,N/A,SKU010,120.47,7839,226,449.51,11
2026-07-19,Google Ads,Shopping - Bestsellers,N/A,SKU005,104.59,10273,418,457.59,11
2026-07-20,Google Ads,Shopping - Bestsellers,N/A,SKU002,11.9,886,39,53.42,1
2026-07-21,Google Ads,Shopping - Bestsellers,N/A,SKU008,19.18,1545,83,66.02,2
2026-07-22,Google Ads,Shopping - Bestsellers,N/A,SKU010,29.77,2202,97,99.37,2
2026-07-23,Google Ads,Shopping - Bestsellers,N/A,SKU003,93.61,7391,327,325.55,8
2026-07-24,Google Ads,Shopping - Bestsellers,N/A,SKU012,46.98,3652,127,186.28,4
2026-07-25,Google Ads,Shopping - Bestsellers,N/A,SKU010,22.57,1766,105,95.59,2
2026-07-26,Google Ads,Shopping - Bestsellers,N/A,SKU003,20.42,1684,97,106.1,3
2026-07-27,Google Ads,Shopping - Bestsellers,N/A,SKU002,36.05,2538,105,156.42,4
2026-07-28,Google Ads,Shopping - Bestsellers,N/A,SKU006,38.05,4181,170,187.12,4
2026-07-29,Google Ads,Shopping - Bestsellers,N/A,SKU001,33.01,3127,157,162.2,4
2026-07-30,Google Ads,Shopping - Bestsellers,N/A,SKU010,12.29,1285,33,33.23,1
2026-07-31,Google Ads,Shopping - Bestsellers,N/A,SKU004,9.77,888,49,5.11,0
2026-08-01,Google Ads,Shopping - Bestsellers,N/A,SKU007,8.54,771,28,4.65,0
2026-08-02,Google Ads,Shopping - Bestsellers,N/A,SKU001,30.48,2420,95,134.5,3
2026-08-03,Google Ads,Shopping - Bestsellers,N/A,SKU008,9.73,770,31,3.44,0
2026-08-04,Google Ads,Shopping - Bestsellers,N/A,SKU001,58.24,3716,110,208.63,5
2026-08-05,Google Ads,Shopping - Bestsellers,N/A,SKU004,10.46,908,27,4.68,0
2026-08-06,Google Ads,Shopping - Bestsellers,N/A,SKU005,32.65,3333,182,95.24,2
2026-08-07,Google Ads,Shopping - Bestsellers,N/A,SKU001,47.98,3133,89,244.4,6
2026-08-08,Google Ads,Shopping - Bestsellers,N/A,SKU007,33.71,3420,133,115.53,3
2026-08-09,Google Ads,Shopping - Bestsellers,N/A,SKU002,57.1,4958,190,169.18,4
2026-08-10,Google Ads,Shopping - Bestsellers,N/A,SKU009,9.49,665,28,4.35,0
2026-08-11,Google Ads,Shopping - Bestsellers,N/A,SKU010,51.64,3408,129,218.55,5
2026-08-12,Google Ads,Shopping - Bestsellers,N/A,SKU009,12.65,991,44,9.82,0
2026-08-13,Google Ads,Shopping - Bestsellers,N/A,SKU002,24.59,2190,129,124.39,3
2026-08-14,Google Ads,Shopping - Bestsellers,N/A,SKU006,93.27,8469,271,409.21,10
2026-08-15,Google Ads,Shopping - Bestsellers,N/A,SKU006,10.08,696,27,8.82,0
2026-08-16,Google Ads,Shopping - Bestsellers,N/A,SKU009,39.03,3717,157,181.28,4
2026-08-17,Google Ads,Shopping - Bestsellers,N/A,SKU003,22.35,2012,67,108.78,3
2026-08-18,Google Ads,Shopping - Bestsellers,N/A,SKU002,14.23,1314,62,67.8,2
2026-08-19,Google Ads,Shopping - Bestsellers,N/A,SKU012,16.84,1361,38,67.89,2
2026-08-20,Google Ads,Shopping - Bestsellers,N/A,SKU002,67.66,6522,334,293.77,7
2026-08-21,Google Ads,Shopping - Bestsellers,N/A,SKU002,28.2,1821,75,113.94,3
2026-08-22,Google Ads,Shopping - Bestsellers,N/A,SKU006,32.03,2417,78,109.44,3
2026-08-23,Google Ads,Shopping - Bestsellers,N/A,SKU005,96.34,6735,257,459.95,11
2026-08-24,Google Ads,Shopping - Bestsellers,N/A,SKU003,11.41,1062,29,45.59,1
2026-08-25,Google Ads,Shopping - Bestsellers,N/A,SKU005,13.83,883,28,36.18,1
2026-08-26,Google Ads,Shopping - Bestsellers,N/A,SKU008,14.52,1512,87,7.43,0
2026-08-27,Google Ads,Shopping - Bestsellers,N/A,SKU003,13.41,1040,29,10.29,0
2026-08-28,Google Ads,Shopping - Bestsellers,N/A,SKU006,25.97,2546,97,123.85,3
2026-08-29,Google Ads,Shopping - Bestsellers,N/A,SKU010,31.89,2558,88,130.56,3
2026-08-30,Google Ads,Shopping - Bestsellers,N/A,SKU006,61.95,6373,250,201.46,5
2026-08-31,Google Ads,Shopping - Bestsellers,N/A,SKU003,31.56,2701,96,115.29,3
2026-09-01,Google Ads,Shopping - Bestsellers,N/A,SKU002,33.87,2985,159,148.35,4
2026-09-02,Google Ads,Shopping - Bestsellers,N/A,SKU009,89.3,8674,260,442.18,11
2026-09-03,Google Ads,Shopping - Bestsellers,N/A,SKU011,41.2,4228,137,145.63,3
2026-09-04,Google Ads,Shopping - Bestsellers,N/A,SKU011,190.84,18014,899,698.63,17
2026-09-05,Google Ads,Shopping - Bestsellers,N/A,SKU001,63.82,4464,161,249.38,6
2026-09-06,Google Ads,Shopping - Bestsellers,N/A,SKU001,32.91,2815,149,101.15,2
2026-09-07,Google Ads,Shopping - Bestsellers,N/A,SKU010,11.83,1101,58,8.55,0
2026-09-08,Google Ads,Shopping - Bestsellers,N/A,SKU001,55.41,3870,200,282.13,7
2026-09-09,Google Ads,Shopping - Bestsellers,N/A,SKU009,13.29,1286,46,11.87,0
2026-09-10,Google Ads,Shopping - Bestsellers,N/A,SKU007,156.72,16032,401,507.8,12
2026-09-11,Google Ads,Shopping - Bestsellers,N/A,SKU008,59.93,4713,200,206.91,5
2026-09-12,Google Ads,Shopping - Bestsellers,N/A,SKU008,47.01,3193,134,158.54,4
2026-09-13,Google Ads,Shopping - Bestsellers,N/A,SKU009,27.77,2088,105,103.69,2
2025-09-14,Google Ads,PMax - Skincare Prospecting,N/A,SKU005,64.72,4475,187,169.05,4
2025-09-15,Google Ads,PMax - Skincare Prospecting,N/A,SKU002,13.04,1117,60,8.41,0
2025-09-16,Google Ads,PMax - Skincare Prospecting,N/A,SKU010,19.4,1223,37,46.22,1
2025-09-17,Google Ads,PMax - Skincare Prospecting,N/A,SKU003,65.58,5418,318,182.36,4
2025-09-18,Google Ads,PMax - Skincare Prospecting,N/A,SKU005,206.89,19009,953,451.63,11
2025-09-19,Google Ads,PMax - Skincare Prospecting,N/A,SKU003,106.52,6882,345,251.93,6
2025-09-20,Google Ads,PMax - Skincare Prospecting,N/A,SKU012,69.54,6334,340,209.36,5
2025-09-21,Google Ads,PMax - Skincare Prospecting,N/A,SKU008,17.5,1286,35,60.69,1
2025-09-22,Google Ads,PMax - Skincare Prospecting,N/A,SKU011,14.95,949,23,34.07,1
2025-09-23,Google Ads,PMax - Skincare Prospecting,N/A,SKU002,11.67,987,43,33.78,1
2025-09-24,Google Ads,PMax - Skincare Prospecting,N/A,SKU005,102.58,6915,222,260.26,6
2025-09-25,Google Ads,PMax - Skincare Prospecting,N/A,SKU004,10.77,1068,29,39.31,1
2025-09-26,Google Ads,PMax - Skincare Prospecting,N/A,SKU001,115.0,10837,325,289.33,7
2025-09-27,Google Ads,PMax - Skincare Prospecting,N/A,SKU004,23.48,2372,120,64.61,2
2025-09-28,Google Ads,PMax - Skincare Prospecting,N/A,SKU011,28.04,1815,74,63.3,2
2025-09-29,Google Ads,PMax - Skincare Prospecting,N/A,SKU007,14.31,1249,51,11.48,0
2025-09-30,Google Ads,PMax - Skincare Prospecting,N/A,SKU004,12.45,1113,47,5.39,0
