customer_id,first_order_date,acquisition_channel,acquisition_campaign,region,device
CUST002779,2025-12-16,Google Ads,Search - Brand,Midwest,Tablet
CUST002780,2025-12-16,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST002781,2025-12-16,Google Ads,Search - Nonbrand Skincare,West,Mobile
CUST002782,2025-12-16,Organic Social,(organic social),Northeast,Mobile
CUST002783,2025-12-16,Direct,(direct),Midwest,Tablet
CUST002784,2025-12-16,Meta Ads,Retargeting - Cart Abandon,Midwest,Mobile
CUST002785,2025-12-16,Google Ads,Search - Brand,South,Desktop
CUST002786,2025-12-16,Google Ads,Search - Brand,Midwest,Mobile
CUST002787,2025-12-16,Organic Social,(organic social),Midwest,Mobile
CUST002788,2025-12-16,Organic Search,(organic),West,Desktop
CUST002789,2025-12-16,Direct,(direct),South,Mobile
CUST002790,2025-12-16,Meta Ads,Retargeting - Cart Abandon,South,Tablet
CUST002791,2025-12-16,Google Ads,Shopping - Bestsellers,Midwest,Desktop
CUST002792,2025-12-16,Google Ads,PMax - Skincare Prospecting,Northeast,Mobile
CUST002793,2025-12-16,Direct,(direct),West,Mobile
CUST002794,2025-12-16,Google Ads,PMax - Skincare Prospecting,Northeast,Mobile
CUST002795,2025-12-16,Google Ads,PMax - Skincare Prospecting,West,Mobile
CUST002796,2025-12-16,Organic Search,(organic),South,Mobile
CUST002797,2025-12-16,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST002798,2025-12-16,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST002799,2025-12-16,Organic Search,(organic),South,Tablet
CUST002800,2025-12-16,Organic Search,(organic),West,Mobile
CUST002801,2025-12-16,Organic Search,(organic),West,Mobile
CUST002802,2025-12-17,Direct,(direct),South,Desktop
CUST002803,2025-12-17,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST002804,2025-12-17,Email/SMS,Flow - Welcome Series,South,Mobile
CUST002805,2025-12-17,Direct,(direct),Midwest,Desktop
CUST002806,2025-12-17,Organic Social,(organic social),Midwest,Mobile
CUST002807,2025-12-17,Organic Search,(organic),West,Desktop
CUST002808,2025-12-17,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST002809,2025-12-17,Email/SMS,Flow - Post Purchase Winback,West,Desktop
CUST002810,2025-12-17,Google Ads,Shopping - Bestsellers,Northeast,Mobile
CUST002811,2025-12-17,Direct,(direct),South,Desktop
CUST002812,2025-12-17,Meta Ads,Retargeting - Cart Abandon,Midwest,Desktop
CUST002813,2025-12-17,Google Ads,Search - Nonbrand Skincare,South,Mobile
CUST002814,2025-12-17,Meta Ads,Retargeting - Cart Abandon,Northeast,Mobile
CUST002815,2025-12-17,Organic Social,(organic social),Northeast,Desktop
CUST002816,2025-12-17,Direct,(direct),Midwest,Mobile
CUST002817,2025-12-17,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST002818,2025-12-17,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST002819,2025-12-17,Direct,(direct),West,Mobile
CUST002820,2025-12-17,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST002821,2025-12-17,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST002822,2025-12-17,Direct,(direct),West,Desktop
CUST002823,2025-12-17,Organic Search,(organic),West,Mobile
CUST002824,2025-12-17,Organic Search,(organic),Northeast,Mobile
CUST002825,2025-12-17,Organic Search,(organic),Midwest,Mobile
CUST002826,2025-12-17,Direct,(direct),Midwest,Mobile
CUST002827,2025-12-17,Organic Search,(organic),Northeast,Mobile
CUST002828,2025-12-17,Direct,(direct),South,Mobile
CUST002829,2025-12-17,Organic Social,(organic social),Northeast,Mobile
CUST002830,2025-12-17,Direct,(direct),Midwest,Mobile
CUST002831,2025-12-17,Meta Ads,Retargeting - Cart Abandon,Northeast,Desktop
CUST002832,2025-12-17,Organic Social,(organic social),West,Mobile
CUST002833,2025-12-17,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST002834,2025-12-17,Organic Social,(organic social),South,Mobile
CUST002835,2025-12-18,Organic Search,(organic),Midwest,Mobile
CUST002836,2025-12-18,Google Ads,PMax - Skincare Prospecting,West,Desktop
CUST002837,2025-12-18,Organic Search,(organic),South,Desktop
CUST002838,2025-12-18,Google Ads,PMax - Skincare Prospecting,Northeast,Mobile
CUST002839,2025-12-18,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST002840,2025-12-18,Organic Search,(organic),West,Mobile
CUST002841,2025-12-18,Google Ads,Search - Brand,West,Mobile
CUST002842,2025-12-18,Direct,(direct),South,Desktop
CUST002843,2025-12-18,Google Ads,Search - Nonbrand Skincare,Midwest,Mobile
CUST002844,2025-12-18,Google Ads,PMax - Skincare Prospecting,West,Mobile
CUST002845,2025-12-18,Google Ads,Search - Brand,Midwest,Mobile
CUST002846,2025-12-18,Organic Social,(organic social),Midwest,Mobile
CUST002847,2025-12-18,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST002848,2025-12-18,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST002849,2025-12-18,Email/SMS,Campaign - Monthly Newsletter,South,Mobile
CUST002850,2025-12-18,Unattributed,(not set),South,Mobile
CUST002851,2025-12-18,Google Ads,PMax - Skincare Prospecting,West,Tablet
CUST002852,2025-12-18,Meta Ads,Prospecting - Broad,South,Mobile
CUST002853,2025-12-18,Google Ads,Shopping - Bestsellers,Northeast,Desktop
CUST002854,2025-12-18,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST002855,2025-12-18,Meta Ads,Retargeting - Cart Abandon,Northeast,Desktop
CUST002856,2025-12-18,Organic Search,(organic),Midwest,Mobile
CUST002857,2025-12-18,Direct,(direct),South,Desktop
CUST002858,2025-12-18,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST002859,2025-12-18,Google Ads,Shopping - Bestsellers,Midwest,Desktop
CUST002860,2025-12-18,Google Ads,Search - Nonbrand Skincare,South,Desktop
CUST002861,2025-12-18,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST002862,2025-12-18,Direct,(direct),Midwest,Mobile
CUST002863,2025-12-18,Google Ads,Shopping - Bestsellers,South,Desktop
CUST002864,2025-12-18,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST002865,2025-12-19,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST002866,2025-12-19,Direct,(direct),South,Mobile
CUST002867,2025-12-19,Meta Ads,Prospecting - Lookalike 1%,West,Desktop
CUST002868,2025-12-19,Organic Search,(organic),West,Mobile
CUST002869,2025-12-19,Organic Social,(organic social),Midwest,Mobile
CUST002870,2025-12-19,Organic Search,(organic),Midwest,Desktop
CUST002871,2025-12-19,Organic Social,(organic social),West,Desktop
CUST002872,2025-12-19,Direct,(direct),Northeast,Desktop
CUST002873,2025-12-19,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST002874,2025-12-19,Google Ads,Search - Nonbrand Skincare,Northeast,Mobile
CUST002875,2025-12-19,Meta Ads,Prospecting - Broad,West,Mobile
CUST002876,2025-12-19,Google Ads,Search - Nonbrand Skincare,West,Desktop
CUST002877,2025-12-19,Organic Social,(organic social),West,Desktop
CUST002878,2025-12-19,Organic Search,(organic),Midwest,Mobile
CUST002879,2025-12-19,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST002880,2025-12-19,Organic Search,(organic),Northeast,Tablet
CUST002881,2025-12-19,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST002882,2025-12-19,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST002883,2025-12-19,Google Ads,Search - Brand,West,Mobile
CUST002884,2025-12-19,Meta Ads,Prospecting - Broad,West,Desktop
CUST002885,2025-12-19,Meta Ads,Prospecting - Lookalike 1%,Northeast,Mobile
CUST002886,2025-12-19,Email/SMS,Flow - Abandoned Cart,West,Desktop
CUST002887,2025-12-19,Meta Ads,Prospecting - Broad,South,Mobile
CUST002888,2025-12-19,Google Ads,Shopping - Bestsellers,Northeast,Mobile
CUST002889,2025-12-19,Organic Search,(organic),South,Desktop
CUST002890,2025-12-19,Meta Ads,Prospecting - Broad,West,Mobile
CUST002891,2025-12-19,Meta Ads,Retargeting - Engaged 30d,Midwest,Desktop
CUST002892,2025-12-19,Organic Search,(organic),South,Desktop
CUST002893,2025-12-19,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST002894,2025-12-19,Google Ads,Search - Nonbrand Skincare,Midwest,Mobile
CUST002895,2025-12-19,Meta Ads,Prospecting - Broad,West,Mobile
CUST002896,2025-12-19,Google Ads,PMax - Skincare Prospecting,Northeast,Desktop
CUST002897,2025-12-19,Google Ads,PMax - Skincare Prospecting,West,Desktop
CUST002898,2025-12-19,Meta Ads,Retargeting - Cart Abandon,South,Mobile
CUST002899,2025-12-19,Organic Search,(organic),Northeast,Mobile
CUST002900,2025-12-19,Google Ads,PMax - Skincare Prospecting,Northeast,Desktop
CUST002901,2025-12-19,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST002902,2025-12-20,Organic Search,(organic),South,Mobile
CUST002903,2025-12-20,Organic Search,(organic),South,Tablet
CUST002904,2025-12-20,Email/SMS,Campaign - Monthly Newsletter,West,Mobile
CUST002905,2025-12-20,Organic Social,(organic social),Northeast,Desktop
CUST002906,2025-12-20,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST002907,2025-12-20,Direct,(direct),South,Tablet
CUST002908,2025-12-20,Google Ads,Shopping - Bestsellers,Midwest,Desktop
CUST002909,2025-12-20,Organic Social,(organic social),Midwest,Desktop
CUST002910,2025-12-20,Meta Ads,Prospecting - Broad,West,Mobile
CUST002911,2025-12-20,Meta Ads,Prospecting - Broad,South,Tablet
CUST002912,2025-12-20,Organic Social,(organic social),West,Mobile
CUST002913,2025-12-20,Google Ads,Search - Brand,Midwest,Tablet
CUST002914,2025-12-20,Google Ads,Search - Nonbrand Skincare,West,Tablet
CUST002915,2025-12-20,Google Ads,Search - Brand,West,Desktop
CUST002916,2025-12-20,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST002917,2025-12-20,Organic Social,(organic social),South,Desktop
CUST002918,2025-12-20,Organic Search,(organic),West,Desktop
CUST002919,2025-12-20,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST002920,2025-12-20,Meta Ads,Prospecting - Broad,South,Mobile
CUST002921,2025-12-20,Google Ads,Shopping - Bestsellers,Midwest,Desktop
CUST002922,2025-12-20,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST002923,2025-12-20,Meta Ads,Prospecting - Lookalike 1%,Midwest,Mobile
CUST002924,2025-12-20,Google Ads,Shopping - Bestsellers,Midwest,Desktop
CUST002925,2025-12-20,Meta Ads,Prospecting - Lookalike 1%,Midwest,Mobile
CUST002926,2025-12-20,Organic Search,(organic),Midwest,Mobile
CUST002927,2025-12-20,Meta Ads,Prospecting - Lookalike 1%,West,Desktop
CUST002928,2025-12-20,Unattributed,(not set),South,Mobile
CUST002929,2025-12-20,Meta Ads,Prospecting - Broad,Midwest,Desktop
CUST002930,2025-12-20,Google Ads,Search - Nonbrand Skincare,Northeast,Mobile
CUST002931,2025-12-20,Organic Search,(organic),South,Mobile
CUST002932,2025-12-20,Organic Search,(organic),West,Desktop
CUST002933,2025-12-20,Meta Ads,Prospecting - Lookalike 1%,Midwest,Mobile
CUST002934,2025-12-20,Organic Search,(organic),West,Mobile
CUST002935,2025-12-20,Organic Social,(organic social),Northeast,Mobile
CUST002936,2025-12-20,Organic Search,(organic),West,Mobile
CUST002937,2025-12-20,Organic Social,(organic social),West,Desktop
CUST002938,2025-12-21,Google Ads,Shopping - Bestsellers,West,Desktop
CUST002939,2025-12-21,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST002940,2025-12-21,Google Ads,Search - Nonbrand Skincare,Northeast,Desktop
CUST002941,2025-12-21,Direct,(direct),Northeast,Mobile
CUST002942,2025-12-21,Organic Search,(organic),South,Desktop
CUST002943,2025-12-21,Meta Ads,Prospecting - Broad,Midwest,Desktop
CUST002944,2025-12-21,Direct,(direct),West,Desktop
CUST002945,2025-12-21,Meta Ads,Retargeting - Engaged 30d,West,Desktop
CUST002946,2025-12-21,Meta Ads,Retargeting - Cart Abandon,Northeast,Mobile
CUST002947,2025-12-21,Organic Search,(organic),South,Mobile
CUST002948,2025-12-21,Email/SMS,Flow - Welcome Series,Northeast,Desktop
CUST002949,2025-12-21,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST002950,2025-12-21,Organic Search,(organic),Midwest,Desktop
CUST002951,2025-12-21,Direct,(direct),West,Mobile
CUST002952,2025-12-21,Organic Search,(organic),South,Mobile
CUST002953,2025-12-21,Organic Search,(organic),West,Mobile
CUST002954,2025-12-21,Organic Social,(organic social),West,Mobile
CUST002955,2025-12-21,Google Ads,Search - Nonbrand Skincare,West,Desktop
CUST002956,2025-12-21,Email/SMS,Campaign - Monthly Newsletter,South,Mobile
CUST002957,2025-12-21,Google Ads,Search - Nonbrand Skincare,West,Mobile
CUST002958,2025-12-21,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST002959,2025-12-21,Meta Ads,Retargeting - Cart Abandon,Northeast,Desktop
CUST002960,2025-12-21,Organic Search,(organic),South,Mobile
CUST002961,2025-12-21,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST002962,2025-12-21,Google Ads,Search - Nonbrand Skincare,South,Desktop
CUST002963,2025-12-21,Google Ads,Search - Nonbrand Skincare,West,Mobile
CUST002964,2025-12-21,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST002965,2025-12-21,Meta Ads,Prospecting - Lookalike 1%,Midwest,Mobile
CUST002966,2025-12-21,Organic Search,(organic),Northeast,Mobile
CUST002967,2025-12-21,Meta Ads,Prospecting - Broad,West,Mobile
CUST002968,2025-12-21,Organic Social,(organic social),Northeast,Mobile
CUST002969,2025-12-21,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST002970,2025-12-21,Meta Ads,Retargeting - Cart Abandon,Midwest,Desktop
CUST002971,2025-12-21,Unattributed,(not set),South,Desktop
CUST002972,2025-12-21,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST002973,2025-12-21,Organic Search,(organic),Northeast,Desktop
CUST002974,2025-12-22,Meta Ads,Prospecting - Broad,Northeast,Desktop
CUST002975,2025-12-22,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST002976,2025-12-22,Organic Search,(organic),Northeast,Mobile
CUST002977,2025-12-22,Google Ads,Shopping - Bestsellers,Northeast,Mobile
CUST002978,2025-12-22,Direct,(direct),West,Mobile
CUST002979,2025-12-22,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST002980,2025-12-22,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST002981,2025-12-22,Organic Social,(organic social),Northeast,Mobile
CUST002982,2025-12-22,Meta Ads,Prospecting - Broad,West,Mobile
CUST002983,2025-12-22,Direct,(direct),Northeast,Mobile
CUST002984,2025-12-22,Meta Ads,Retargeting - Engaged 30d,Northeast,Mobile
CUST002985,2025-12-22,Organic Social,(organic social),South,Mobile
CUST002986,2025-12-22,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST002987,2025-12-22,Google Ads,Search - Nonbrand Skincare,South,Mobile
CUST002988,2025-12-22,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST002989,2025-12-22,Organic Search,(organic),South,Mobile
CUST002990,2025-12-22,Google Ads,PMax - Skincare Prospecting,Midwest,Desktop
CUST002991,2025-12-22,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST002992,2025-12-22,Organic Search,(organic),Northeast,Mobile
CUST002993,2025-12-22,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST002994,2025-12-22,Meta Ads,Retargeting - Engaged 30d,South,Desktop
CUST002995,2025-12-22,Direct,(direct),Northeast,Mobile
CUST002996,2025-12-22,Google Ads,Shopping - Bestsellers,South,Desktop
CUST002997,2025-12-22,Meta Ads,Retargeting - Engaged 30d,Northeast,Desktop
CUST002998,2025-12-22,Meta Ads,Prospecting - Broad,South,Desktop
CUST002999,2025-12-22,Google Ads,Search - Brand,West,Mobile
CUST003000,2025-12-22,Google Ads,PMax - Skincare Prospecting,Northeast,Desktop
CUST003001,2025-12-22,Google Ads,PMax - Skincare Prospecting,West,Desktop
CUST003002,2025-12-22,Google Ads,PMax - Skincare Prospecting,West,Desktop
CUST003003,2025-12-22,Organic Search,(organic),West,Desktop
CUST003004,2025-12-22,Organic Search,(organic),South,Desktop
CUST003005,2025-12-23,Organic Search,(organic),Northeast,Desktop
CUST003006,2025-12-23,Unattributed,(not set),South,Mobile
CUST003007,2025-12-23,Direct,(direct),Midwest,Mobile
CUST003008,2025-12-23,Organic Search,(organic),West,Desktop
CUST003009,2025-12-23,Organic Search,(organic),Midwest,Mobile
CUST003010,2025-12-23,Organic Search,(organic),South,Mobile
CUST003011,2025-12-23,Meta Ads,Prospecting - Broad,West,Mobile
CUST003012,2025-12-23,Organic Search,(organic),West,Mobile
CUST003013,2025-12-23,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST003014,2025-12-23,Organic Search,(organic),West,Mobile
CUST003015,2025-12-23,Meta Ads,Retargeting - Cart Abandon,South,Mobile
CUST003016,2025-12-23,Organic Search,(organic),South,Mobile
CUST003017,2025-12-23,Meta Ads,Prospecting - Broad,West,Mobile
CUST003018,2025-12-23,Unattributed,(not set),South,Mobile
CUST003019,2025-12-24,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003020,2025-12-24,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST003021,2025-12-24,Organic Social,(organic social),Midwest,Mobile
CUST003022,2025-12-24,Direct,(direct),Northeast,Mobile
CUST003023,2025-12-24,Google Ads,Search - Brand,West,Desktop
CUST003024,2025-12-24,Google Ads,Search - Nonbrand Skincare,South,Mobile
CUST003025,2025-12-24,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST003026,2025-12-24,Meta Ads,Retargeting - Cart Abandon,Midwest,Desktop
CUST003027,2025-12-24,Organic Social,(organic social),South,Mobile
CUST003028,2025-12-24,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST003029,2025-12-24,Unattributed,(not set),Northeast,Tablet
CUST003030,2025-12-24,Direct,(direct),West,Mobile
CUST003031,2025-12-24,Meta Ads,Prospecting - Lookalike 1%,West,Desktop
CUST003032,2025-12-24,Google Ads,Shopping - Bestsellers,Northeast,Desktop
CUST003033,2025-12-24,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST003034,2025-12-25,Meta Ads,Prospecting - Broad,South,Mobile
CUST003035,2025-12-25,Organic Search,(organic),South,Mobile
CUST003036,2025-12-25,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003037,2025-12-25,Google Ads,Search - Brand,West,Desktop
CUST003038,2025-12-25,Direct,(direct),Northeast,Desktop
CUST003039,2025-12-25,Direct,(direct),Northeast,Mobile
CUST003040,2025-12-25,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST003041,2025-12-25,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST003042,2025-12-25,Organic Search,(organic),South,Mobile
CUST003043,2025-12-25,Meta Ads,Retargeting - Engaged 30d,Midwest,Mobile
CUST003044,2025-12-25,Organic Social,(organic social),South,Mobile
CUST003045,2025-12-25,Meta Ads,Prospecting - Broad,South,Mobile
CUST003046,2025-12-25,Direct,(direct),Midwest,Mobile
CUST003047,2025-12-25,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST003048,2025-12-26,Google Ads,Shopping - Bestsellers,South,Desktop
CUST003049,2025-12-26,Google Ads,Search - Brand,South,Desktop
CUST003050,2025-12-26,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST003051,2025-12-26,Google Ads,Search - Nonbrand Skincare,West,Mobile
CUST003052,2025-12-26,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST003053,2025-12-26,Direct,(direct),West,Desktop
CUST003054,2025-12-26,Direct,(direct),Midwest,Mobile
CUST003055,2025-12-26,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST003056,2025-12-26,Direct,(direct),Northeast,Desktop
CUST003057,2025-12-26,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003058,2025-12-26,Google Ads,Search - Brand,South,Mobile
CUST003059,2025-12-26,Google Ads,Search - Brand,South,Mobile
CUST003060,2025-12-26,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST003061,2025-12-26,Google Ads,Search - Nonbrand Skincare,Midwest,Desktop
CUST003062,2025-12-26,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST003063,2025-12-26,Meta Ads,Retargeting - Engaged 30d,West,Desktop
CUST003064,2025-12-26,Direct,(direct),Northeast,Mobile
CUST003065,2025-12-26,Organic Search,(organic),Northeast,Mobile
CUST003066,2025-12-26,Google Ads,Search - Brand,South,Mobile
CUST003067,2025-12-27,Organic Search,(organic),Northeast,Mobile
CUST003068,2025-12-27,Google Ads,Shopping - Bestsellers,South,Desktop
CUST003069,2025-12-27,Email/SMS,Campaign - Monthly Newsletter,West,Mobile
CUST003070,2025-12-27,Google Ads,PMax - Skincare Prospecting,Northeast,Mobile
CUST003071,2025-12-27,Organic Social,(organic social),West,Mobile
CUST003072,2025-12-27,Organic Search,(organic),Northeast,Desktop
CUST003073,2025-12-27,Direct,(direct),Northeast,Mobile
CUST003074,2025-12-27,Organic Social,(organic social),West,Mobile
CUST003075,2025-12-27,Direct,(direct),Northeast,Desktop
CUST003076,2025-12-27,Direct,(direct),South,Mobile
CUST003077,2025-12-27,Google Ads,Shopping - Bestsellers,South,Desktop
CUST003078,2025-12-27,Meta Ads,Retargeting - Cart Abandon,Midwest,Mobile
CUST003079,2025-12-27,Google Ads,PMax - Skincare Prospecting,South,Tablet
CUST003080,2025-12-27,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST003081,2025-12-27,Direct,(direct),Midwest,Desktop
CUST003082,2025-12-27,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003083,2025-12-27,Meta Ads,Prospecting - Lookalike 1%,Northeast,Tablet
CUST003084,2025-12-27,Google Ads,Search - Nonbrand Skincare,Midwest,Mobile
CUST003085,2025-12-28,Organic Search,(organic),West,Mobile
CUST003086,2025-12-28,Google Ads,Search - Nonbrand Skincare,Midwest,Mobile
CUST003087,2025-12-28,Organic Social,(organic social),South,Desktop
CUST003088,2025-12-28,Google Ads,Search - Nonbrand Skincare,Northeast,Mobile
CUST003089,2025-12-28,Organic Search,(organic),South,Mobile
CUST003090,2025-12-28,Direct,(direct),West,Mobile
CUST003091,2025-12-28,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST003092,2025-12-28,Google Ads,Search - Brand,South,Mobile
CUST003093,2025-12-28,Google Ads,Search - Nonbrand Skincare,Northeast,Desktop
CUST003094,2025-12-28,Organic Social,(organic social),West,Mobile
CUST003095,2025-12-28,Direct,(direct),West,Mobile
CUST003096,2025-12-28,Meta Ads,Prospecting - Broad,South,Desktop
CUST003097,2025-12-28,Organic Search,(organic),West,Mobile
CUST003098,2025-12-28,Organic Social,(organic social),Northeast,Desktop
CUST003099,2025-12-28,Google Ads,Search - Brand,South,Desktop
CUST003100,2025-12-29,Meta Ads,Prospecting - Broad,South,Mobile
CUST003101,2025-12-29,Email/SMS,Campaign - Monthly Newsletter,Midwest,Desktop
CUST003102,2025-12-29,Unattributed,(not set),South,Mobile
CUST003103,2025-12-29,Google Ads,PMax - Skincare Prospecting,Midwest,Tablet
CUST003104,2025-12-29,Unattributed,(not set),South,Tablet
CUST003105,2025-12-29,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST003106,2025-12-29,Direct,(direct),West,Desktop
CUST003107,2025-12-29,Google Ads,Search - Nonbrand Skincare,Midwest,Desktop
CUST003108,2025-12-29,Meta Ads,Retargeting - Cart Abandon,Midwest,Desktop
CUST003109,2025-12-29,Meta Ads,Prospecting - Lookalike 1%,Midwest,Desktop
CUST003110,2025-12-29,Google Ads,Search - Nonbrand Skincare,South,Mobile
CUST003111,2025-12-29,Organic Social,(organic social),West,Mobile
CUST003112,2025-12-29,Direct,(direct),Northeast,Mobile
CUST003113,2025-12-29,Meta Ads,Retargeting - Cart Abandon,Midwest,Mobile
CUST003114,2025-12-29,Unattributed,(not set),West,Mobile
CUST003115,2025-12-30,Organic Social,(organic social),Midwest,Desktop
CUST003116,2025-12-30,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST003117,2025-12-30,Organic Search,(organic),South,Desktop
CUST003118,2025-12-30,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST003119,2025-12-30,Meta Ads,Retargeting - Engaged 30d,South,Tablet
CUST003120,2025-12-30,Google Ads,Search - Nonbrand Skincare,West,Mobile
CUST003121,2025-12-30,Meta Ads,Prospecting - Lookalike 1%,Northeast,Mobile
CUST003122,2025-12-30,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST003123,2025-12-30,Organic Search,(organic),Midwest,Mobile
CUST003124,2025-12-30,Google Ads,Shopping - Bestsellers,Midwest,Desktop
CUST003125,2025-12-30,Meta Ads,Retargeting - Engaged 30d,South,Tablet
CUST003126,2025-12-30,Meta Ads,Prospecting - Lookalike 1%,Northeast,Mobile
CUST003127,2025-12-30,Email/SMS,Campaign - Monthly Newsletter,West,Mobile
CUST003128,2025-12-30,Direct,(direct),West,Mobile
CUST003129,2025-12-30,Google Ads,Search - Nonbrand Skincare,Northeast,Mobile
CUST003130,2025-12-30,Direct,(direct),West,Desktop
CUST003131,2025-12-30,Organic Social,(organic social),South,Mobile
CUST003132,2025-12-30,Google Ads,Shopping - Bestsellers,Northeast,Tablet
CUST003133,2025-12-30,Google Ads,Search - Nonbrand Skincare,West,Tablet
CUST003134,2025-12-31,Meta Ads,Prospecting - Broad,Northeast,Desktop
CUST003135,2025-12-31,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST003136,2025-12-31,Meta Ads,Prospecting - Broad,South,Desktop
CUST003137,2025-12-31,Google Ads,Search - Brand,Midwest,Mobile
CUST003138,2025-12-31,Organic Search,(organic),Midwest,Mobile
CUST003139,2025-12-31,Google Ads,Search - Nonbrand Skincare,Midwest,Desktop
CUST003140,2025-12-31,Email/SMS,Flow - Abandoned Cart,Midwest,Desktop
CUST003141,2025-12-31,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST003142,2025-12-31,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST003143,2025-12-31,Meta Ads,Prospecting - Broad,Northeast,Desktop
CUST003144,2025-12-31,Organic Search,(organic),South,Desktop
CUST003145,2025-12-31,Organic Social,(organic social),West,Desktop
CUST003146,2025-12-31,Organic Search,(organic),Northeast,Desktop
CUST003147,2025-12-31,Organic Search,(organic),Northeast,Mobile
CUST003148,2025-12-31,Google Ads,Search - Brand,South,Mobile
CUST003149,2026-01-01,Meta Ads,Retargeting - Engaged 30d,Midwest,Mobile
CUST003150,2026-01-01,Meta Ads,Retargeting - Engaged 30d,Northeast,Desktop
CUST003151,2026-01-01,Google Ads,Search - Brand,Midwest,Mobile
CUST003152,2026-01-01,Organic Social,(organic social),West,Mobile
CUST003153,2026-01-01,Google Ads,PMax - Skincare Prospecting,South,Desktop
CUST003154,2026-01-01,Meta Ads,Prospecting - Lookalike 1%,West,Desktop
CUST003155,2026-01-01,Google Ads,Search - Nonbrand Skincare,Northeast,Tablet
CUST003156,2026-01-01,Google Ads,Search - Brand,South,Desktop
CUST003157,2026-01-01,Google Ads,Shopping - Bestsellers,South,Mobile
CUST003158,2026-01-01,Google Ads,Search - Nonbrand Skincare,Midwest,Tablet
