session_id,session_date,journey_id,customer_id,source,medium,campaign,utm_source,utm_medium,utm_campaign,device,landing_page,touch_position,touch_count,viewed_product,added_to_cart,began_checkout,is_purchase,transaction_id,revenue_ga4
SESS0021730,2026-07-08,ORD112474,CUST004430,Direct,(none),(direct),,(none),,Desktop,/products/daily-barrier-moisturizer,2,2,True,True,True,True,ORD112474,109.14
SESS0021731,2026-07-08,ORD112475,CUST007610,Organic Search,organic,(organic),,organic,,Mobile,/collections/bestsellers,1,1,True,True,True,True,ORD112475,104.12
SESS0021732,2026-07-01,ORD112476,CUST007611,Organic Search,organic,(organic),,organic,,Mobile,/products/vitamin-c-serum,1,4,True,True,True,False,,
SESS0021733,2026-07-06,ORD112476,CUST007611,Direct,(none),(direct),,(none),,Mobile,/products/daily-barrier-moisturizer,2,4,True,True,False,False,,
SESS0021734,2026-07-08,ORD112476,CUST007611,Organic Search,organic,(organic),,organic,,Mobile,/collections/skincare-sets,3,4,True,True,False,False,,
SESS0021735,2026-07-09,ORD112476,CUST007611,Direct,(none),(direct),,(none),,Mobile,/products/vitamin-c-serum,4,4,True,True,True,True,ORD112476,48.95
SESS0021736,2026-06-28,ORD112477,CUST007600,Organic Social,social,(organic social),organic_social,social,,Mobile,/collections/all,1,4,True,True,False,False,,
SESS0021737,2026-06-28,ORD112477,CUST007600,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Mobile,/products/glow-ritual-bundle,2,4,True,False,False,False,,
SESS0021738,2026-07-08,ORD112477,CUST007600,Organic Search,organic,(organic),,organic,,Mobile,/products/glow-ritual-bundle,3,4,True,True,False,False,,
SESS0021739,2026-07-09,ORD112477,CUST007600,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/pages/about,4,4,True,True,True,True,ORD112477,59.69
SESS0021740,2026-07-03,ORD112478,CUST007612,Organic Search,organic,(organic),,organic,,Mobile,/products/mineral-sunscreen-spf-40,1,3,True,True,False,False,,
SESS0021741,2026-07-08,ORD112478,CUST007612,Organic Search,organic,(organic),,organic,,Mobile,/products/glow-ritual-bundle,2,3,True,False,False,False,,
SESS0021742,2026-07-09,ORD112478,CUST007612,Unattributed,(not set),(not set),,(not set),,Mobile,/products/mineral-sunscreen-spf-40,3,3,True,True,True,True,ORD112478,52.64
SESS0021743,2026-06-30,ORD112479,CUST007613,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Desktop,/pages/about,1,3,True,False,False,False,,
SESS0021744,2026-06-30,ORD112479,CUST007613,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Desktop,/,2,3,True,False,False,False,,
SESS0021745,2026-07-09,ORD112479,CUST007613,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Desktop,/products/vitamin-c-serum,3,3,True,True,True,True,ORD112479,140.78
SESS0021746,2026-06-30,ORD112480,CUST007614,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Tablet,/products/mineral-sunscreen-spf-40,1,3,True,False,True,False,,
SESS0021747,2026-07-07,ORD112480,CUST007614,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Tablet,/products/retinol-renewal-serum,2,3,True,True,False,False,,
SESS0021748,2026-07-09,ORD112480,CUST007614,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Tablet,/products/vitamin-c-serum,3,3,True,True,True,True,ORD112480,89.63
SESS0021749,2026-07-09,ORD112481,CUST007615,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/,1,1,True,True,True,True,ORD112481,54.95
SESS0021750,2026-07-01,ORD112482,CUST007616,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Mobile,/collections/skincare-sets,1,2,True,True,False,False,,
SESS0021751,2026-07-09,ORD112482,CUST007616,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,,Mobile,/products/vitamin-c-serum,2,2,True,True,True,True,ORD112482,34.95
SESS0021752,2026-07-09,ORD112483,CUST004129,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Tablet,/collections/all,1,1,True,True,True,True,ORD112483,43.67
SESS0021753,2026-06-28,ORD112484,CUST004237,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Tablet,/products/retinol-renewal-serum,1,2,True,False,False,False,,
SESS0021754,2026-07-09,ORD112484,CUST004237,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Tablet,/,2,2,True,True,True,True,ORD112484,98.0
SESS0021755,2026-07-09,ORD112485,CUST007617,Organic Search,organic,(organic),,organic,,Mobile,/products/glow-ritual-bundle,1,1,True,True,True,True,ORD112485,165.21
SESS0021756,2026-07-09,ORD112486,CUST006091,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Desktop,/products/glow-ritual-bundle,1,1,True,True,True,True,ORD112486,98.0
SESS0021757,2026-07-09,ORD112486,CUST006091,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Desktop,/products/glow-ritual-bundle,1,1,True,True,True,True,ORD112486,98.0
SESS0021758,2026-07-03,ORD112487,CUST003731,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/collections/skincare-sets,1,3,True,True,False,False,,
SESS0021759,2026-07-04,ORD112487,CUST003731,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/,2,3,True,False,False,False,,
SESS0021760,2026-07-09,ORD112487,CUST003731,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/products/glow-ritual-bundle,3,3,True,True,True,True,ORD112487,54.95
SESS0021761,2026-07-03,ORD112488,CUST007618,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Mobile,/products/vitamin-c-serum,1,4,True,False,True,False,,
SESS0021762,2026-07-02,ORD112488,CUST007618,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/,2,4,True,False,False,False,,
SESS0021763,2026-07-01,ORD112488,CUST007618,Organic Search,organic,(organic),,organic,,Mobile,/products/vitamin-c-serum,3,4,True,False,False,False,,
SESS0021764,2026-07-09,ORD112488,CUST007618,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/products/daily-barrier-moisturizer,4,4,True,True,True,True,ORD112488,168.0
SESS0021765,2026-07-09,ORD112489,CUST005728,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/collections/all,1,1,True,True,True,True,ORD112489,48.95
SESS0021766,2026-07-07,ORD112490,CUST006906,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/,1,2,True,False,False,False,,
SESS0021767,2026-07-09,ORD112490,CUST006906,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/collections/skincare-sets,2,2,True,True,True,True,ORD112490,34.95
SESS0021768,2026-07-05,ORD112491,CUST005177,Email/SMS,email,Campaign - Monthly Newsletter,email/sms,email,Campaign - Monthly Newsletter,Mobile,/collections/bestsellers,1,3,True,True,False,False,,
SESS0021769,2026-07-01,ORD112491,CUST005177,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/products/glow-ritual-bundle,2,3,True,False,False,False,,
SESS0021770,2026-07-09,ORD112491,CUST005177,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/products/mineral-sunscreen-spf-40,3,3,True,True,True,True,ORD112491,37.71
SESS0021771,2026-07-09,ORD112492,CUST007619,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,,Desktop,/products/daily-barrier-moisturizer,1,1,True,True,True,True,ORD112492,29.54
SESS0021772,2026-07-05,ORD112493,CUST005208,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/pages/about,1,4,True,False,False,False,,
SESS0021773,2026-07-06,ORD112493,CUST005208,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Mobile,/collections/skincare-sets,2,4,True,True,False,False,,
SESS0021774,2026-07-03,ORD112493,CUST005208,Direct,(none),(direct),,(none),,Mobile,/,3,4,True,False,False,False,,
SESS0021775,2026-07-09,ORD112493,CUST005208,Direct,(none),(direct),,(none),,Mobile,/products/glow-ritual-bundle,4,4,True,True,True,True,ORD112493,46.12
SESS0021776,2026-07-09,ORD112495,CUST005447,Email/SMS,email,Campaign - Monthly Newsletter,email/sms,email,Campaign - Monthly Newsletter,Mobile,/products/vitamin-c-serum,1,1,True,True,True,True,ORD112495,66.51
SESS0021777,2026-07-09,ORD112496,CUST007621,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Tablet,/pages/about,1,1,True,True,True,True,ORD112496,67.85
SESS0021778,2026-07-09,ORD112497,CUST007622,Organic Search,organic,(organic),,organic,,Desktop,/products/retinol-renewal-serum,1,1,True,True,True,True,ORD112497,43.26
SESS0021779,2026-07-09,ORD112498,CUST007623,Email/SMS,email,Campaign - Monthly Newsletter,email/sms,email,Campaign - Monthly Newsletter,Desktop,/products/vitamin-c-serum,1,1,True,True,True,True,ORD112498,162.26
SESS0021780,2026-07-02,ORD112499,CUST007624,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/products/mineral-sunscreen-spf-40,1,4,True,True,False,False,,
SESS0021781,2026-07-06,ORD112499,CUST007624,Direct,(none),(direct),,(none),,Mobile,/pages/about,2,4,True,True,True,False,,
SESS0021782,2026-07-08,ORD112499,CUST007624,Organic Search,organic,(organic),,organic,,Mobile,/pages/about,3,4,True,True,True,False,,
SESS0021783,2026-07-09,ORD112499,CUST007624,Unattributed,(not set),(not set),,(not set),,Mobile,/products/mineral-sunscreen-spf-40,4,4,True,True,True,True,ORD112499,33.18
SESS0021784,2026-06-28,ORD112500,CUST007625,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Mobile,/products/mineral-sunscreen-spf-40,1,4,True,False,False,False,,
SESS0021785,2026-06-28,ORD112500,CUST007625,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/collections/bestsellers,2,4,True,True,False,False,,
SESS0021786,2026-06-30,ORD112500,CUST007625,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/collections/bestsellers,3,4,True,False,False,False,,
SESS0021787,2026-07-09,ORD112500,CUST007625,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/collections/bestsellers,4,4,True,True,True,True,ORD112500,118.72
SESS0021788,2026-07-06,ORD112501,CUST007626,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/products/vitamin-c-serum,1,3,True,True,False,False,,
SESS0021789,2026-07-03,ORD112501,CUST007626,Direct,(none),(direct),,(none),,Mobile,/products/retinol-renewal-serum,2,3,True,False,True,False,,
SESS0021790,2026-07-09,ORD112501,CUST007626,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Mobile,/products/glow-ritual-bundle,3,3,True,True,True,True,ORD112501,95.27
SESS0021791,2026-06-30,ORD112502,CUST004218,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/products/retinol-renewal-serum,1,3,True,False,True,False,,
SESS0021792,2026-07-01,ORD112502,CUST004218,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/products/retinol-renewal-serum,2,3,True,False,True,False,,
SESS0021793,2026-07-09,ORD112502,CUST004218,Organic Search,organic,(organic),,organic,,Mobile,/pages/about,3,3,True,True,True,True,ORD112502,96.0
SESS0021794,2026-07-05,ORD112503,CUST006578,Organic Search,organic,(organic),,organic,,Mobile,/pages/about,1,3,True,True,True,False,,
SESS0021795,2026-07-08,ORD112503,CUST006578,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/products/glow-ritual-bundle,2,3,True,False,False,False,,
SESS0021796,2026-07-09,ORD112503,CUST006578,Unattributed,(not set),(not set),,(not set),,Mobile,/products/glow-ritual-bundle,3,3,True,True,True,True,ORD112503,290.0
SESS0021797,2026-07-09,ORD112504,CUST004892,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Desktop,/products/daily-barrier-moisturizer,1,1,True,True,True,True,ORD112504,76.0
SESS0021798,2026-07-09,ORD112505,CUST007627,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/products/glow-ritual-bundle,1,1,True,True,True,True,ORD112505,37.51
SESS0021799,2026-07-09,ORD112506,CUST007628,Organic Social,social,(organic social),organic_social,social,,Mobile,/collections/skincare-sets,1,1,True,True,True,True,ORD112506,67.97
SESS0021800,2026-07-09,ORD112507,CUST005477,Direct,(none),(direct),,(none),,Mobile,/products/glow-ritual-bundle,1,1,True,True,True,True,ORD112507,54.95
SESS0021801,2026-07-04,ORD112508,CUST007629,Organic Search,organic,(organic),,organic,,Mobile,/products/vitamin-c-serum,1,3,True,True,True,False,,
SESS0021802,2026-07-05,ORD112508,CUST007629,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/collections/all,2,3,True,False,False,False,,
SESS0021803,2026-07-09,ORD112508,CUST007629,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/collections/all,3,3,True,True,True,True,ORD112508,38.05
SESS0021804,2026-07-05,ORD112509,CUST006245,Email/SMS,email,Flow - Welcome Series,email/sms,email,Flow - Welcome Series,Mobile,/pages/about,1,2,True,True,False,False,,
SESS0021805,2026-07-09,ORD112509,CUST006245,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/products/daily-barrier-moisturizer,2,2,True,True,True,True,ORD112509,44.95
SESS0021806,2026-07-09,ORD112510,CUST004497,Direct,(none),(direct),,(none),,Mobile,/products/mineral-sunscreen-spf-40,1,1,True,True,True,True,ORD112510,104.61
SESS0021807,2026-07-09,ORD112511,CUST006696,Organic Search,organic,(organic),,organic,,Desktop,/products/daily-barrier-moisturizer,1,1,True,True,True,True,ORD112511,112.0
SESS0021808,2026-07-09,ORD112512,CUST007630,Organic Search,organic,(organic),,organic,,Mobile,/pages/about,1,1,True,True,True,True,ORD112512,27.13
SESS0021809,2026-07-02,ORD112513,CUST003913,Organic Social,social,(organic social),organic_social,social,,Desktop,/collections/all,1,2,True,True,False,False,,
SESS0021810,2026-07-09,ORD112513,CUST003913,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Desktop,/collections/skincare-sets,2,2,True,True,True,True,ORD112513,33.88
SESS0021811,2026-07-09,ORD112514,CUST007631,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/collections/skincare-sets,1,1,True,True,True,True,ORD112514,30.95
SESS0021812,2026-07-10,ORD112516,CUST005354,Email/SMS,email,Flow - Welcome Series,email/sms,email,Flow - Welcome Series,Mobile,/products/mineral-sunscreen-spf-40,1,1,True,True,True,True,ORD112516,104.32
SESS0021813,2026-07-10,ORD112517,CUST006495,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Desktop,/collections/all,1,1,True,True,True,True,ORD112517,101.62
SESS0021814,2026-07-04,ORD112518,CUST007632,Organic Search,organic,(organic),,organic,,Tablet,/pages/about,1,2,True,False,False,False,,
SESS0021815,2026-07-10,ORD112518,CUST007632,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,,Tablet,/,2,2,True,True,True,True,ORD112518,41.98
SESS0021816,2026-07-02,ORD112519,CUST007633,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Desktop,/collections/all,1,2,True,True,False,False,,
SESS0021817,2026-07-10,ORD112519,CUST007633,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Desktop,/products/vitamin-c-serum,2,2,True,True,True,True,ORD112519,89.3
SESS0021818,2026-07-10,ORD112520,CUST007634,Email/SMS,email,Flow - Welcome Series,email/sms,email,Flow - Welcome Series,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,True,True,ORD112520,44.16
SESS0021819,2026-07-10,ORD112521,CUST007635,Direct,(none),(direct),,(none),,Tablet,/pages/about,1,1,True,True,True,True,ORD112521,102.94
SESS0021820,2026-07-10,ORD112522,CUST007636,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Mobile,/collections/bestsellers,1,1,True,True,True,True,ORD112522,84.52
SESS0021821,2026-07-07,ORD112523,CUST006272,Organic Search,organic,(organic),,organic,,Mobile,/collections/all,1,2,True,False,True,False,,
SESS0021822,2026-07-10,ORD112523,CUST006272,Email/SMS,email,Flow - Welcome Series,email/sms,email,Flow - Welcome Series,Mobile,/collections/all,2,2,True,True,True,True,ORD112523,136.0
SESS0021823,2026-07-09,ORD112524,CUST007637,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Mobile,/products/glow-ritual-bundle,1,2,True,True,False,False,,
SESS0021824,2026-07-10,ORD112524,CUST007637,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/collections/bestsellers,2,2,True,True,True,True,ORD112524,59.53
SESS0021825,2026-06-30,ORD112525,CUST007638,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/products/glow-ritual-bundle,1,4,True,False,False,False,,
SESS0021826,2026-07-01,ORD112525,CUST007638,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Mobile,/products/mineral-sunscreen-spf-40,2,4,True,False,False,False,,
SESS0021827,2026-06-30,ORD112525,CUST007638,Direct,(none),(direct),,(none),,Mobile,/collections/all,3,4,True,True,False,False,,
SESS0021828,2026-07-10,ORD112525,CUST007638,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/collections/bestsellers,4,4,True,True,True,True,ORD112525,54.95
SESS0021829,2026-07-10,ORD112526,CUST005004,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/,1,1,True,True,True,True,ORD112526,223.56
SESS0021830,2026-07-10,ORD112527,CUST007639,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/collections/all,1,1,True,True,True,True,ORD112527,170.24
SESS0021831,2026-07-08,ORD112528,CUST007640,Organic Search,organic,(organic),,organic,,Mobile,/products/vitamin-c-serum,1,4,True,True,False,False,,
SESS0021832,2026-07-09,ORD112528,CUST007640,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Mobile,/products/daily-barrier-moisturizer,2,4,True,True,False,False,,
SESS0021833,2026-07-01,ORD112528,CUST007640,Organic Search,organic,(organic),,organic,,Mobile,/products/mineral-sunscreen-spf-40,3,4,True,True,True,False,,
SESS0021834,2026-07-10,ORD112528,CUST007640,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Mobile,/products/mineral-sunscreen-spf-40,4,4,True,True,True,True,ORD112528,76.25
SESS0021835,2026-07-10,ORD112529,CUST005740,Direct,(none),(direct),,(none),,Mobile,/collections/all,1,1,True,True,True,True,ORD112529,62.95
SESS0021836,2026-07-10,ORD112530,CUST007641,Organic Social,social,(organic social),organic_social,social,,Tablet,/products/retinol-renewal-serum,1,1,True,True,True,True,ORD112530,54.95
SESS0021837,2026-07-04,ORD112531,CUST005574,Direct,(none),(direct),,(none),,Mobile,/pages/about,1,2,True,True,False,False,,
SESS0021838,2026-07-10,ORD112531,CUST005574,Organic Search,organic,(organic),,organic,,Mobile,/products/retinol-renewal-serum,2,2,True,True,True,True,ORD112531,70.95
SESS0021839,2026-07-09,ORD112532,CUST004062,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/products/daily-barrier-moisturizer,1,3,True,True,False,False,,
SESS0021840,2026-07-02,ORD112532,CUST004062,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Mobile,/products/mineral-sunscreen-spf-40,2,3,True,True,False,False,,
SESS0021841,2026-07-10,ORD112532,CUST004062,Direct,(none),(direct),,(none),,Mobile,/products/retinol-renewal-serum,3,3,True,True,True,True,ORD112532,55.19
SESS0021842,2026-07-03,ORD112533,CUST007642,Organic Search,organic,(organic),,organic,,Mobile,/products/retinol-renewal-serum,1,3,True,False,False,False,,
SESS0021843,2026-07-03,ORD112533,CUST007642,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Mobile,/,2,3,True,True,True,False,,
SESS0021844,2026-07-10,ORD112533,CUST007642,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/collections/bestsellers,3,3,True,True,True,True,ORD112533,40.95
SESS0021845,2026-07-10,ORD112533,CUST007642,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/collections/bestsellers,3,3,True,True,True,True,ORD112533,40.95
SESS0021846,2026-07-02,ORD112534,CUST006857,Organic Social,social,(organic social),organic_social,social,(organic social),Desktop,/products/glow-ritual-bundle,1,2,True,True,False,False,,
SESS0021847,2026-07-10,ORD112534,CUST006857,Organic Social,social,(organic social),organic_social,social,(organic social),Desktop,/pages/about,2,2,True,True,True,True,ORD112534,50.74
SESS0021848,2026-07-02,ORD112535,CUST007643,Direct,(none),(direct),,(none),,Desktop,/products/daily-barrier-moisturizer,1,3,True,True,False,False,,
SESS0021849,2026-07-04,ORD112535,CUST007643,Email/SMS,email,Flow - Welcome Series,email/sms,email,Flow - Welcome Series,Desktop,/collections/skincare-sets,2,3,True,True,False,False,,
SESS0021850,2026-07-10,ORD112535,CUST007643,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Desktop,/collections/all,3,3,True,True,True,True,ORD112535,51.84
SESS0021851,2026-07-10,ORD112536,CUST006481,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Mobile,/products/mineral-sunscreen-spf-40,1,1,True,True,True,True,ORD112536,30.95
SESS0021852,2026-06-30,ORD112537,CUST005099,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/collections/bestsellers,1,2,True,True,True,False,,
SESS0021853,2026-07-10,ORD112537,CUST005099,Direct,(none),(direct),,(none),,Mobile,/collections/skincare-sets,2,2,True,True,True,True,ORD112537,156.0
SESS0021854,2026-06-29,ORD112538,CUST004447,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/collections/skincare-sets,1,2,True,False,False,False,,
SESS0021855,2026-07-10,ORD112538,CUST004447,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/products/glow-ritual-bundle,2,2,True,True,True,True,ORD112538,58.31
SESS0021856,2026-07-10,ORD112539,CUST004897,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Desktop,/products/glow-ritual-bundle,1,1,True,True,True,True,ORD112539,31.2
SESS0021857,2026-06-30,ORD112540,CUST007644,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Mobile,/products/daily-barrier-moisturizer,1,2,True,False,False,False,,
SESS0021858,2026-07-10,ORD112540,CUST007644,Organic Search,organic,(organic),,organic,,Mobile,/products/mineral-sunscreen-spf-40,2,2,True,True,True,True,ORD112540,112.0
SESS0021859,2026-07-10,ORD112541,CUST005300,Organic Search,organic,(organic),,organic,,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,True,True,ORD112541,38.95
SESS0021860,2026-07-10,ORD112542,CUST007645,Organic Social,social,(organic social),organic_social,social,(organic social),Desktop,/products/daily-barrier-moisturizer,1,1,True,True,True,True,ORD112542,50.95
SESS0021861,2026-07-10,ORD112543,CUST007646,Email/SMS,email,Flow - Welcome Series,email/sms,email,Flow - Welcome Series,Mobile,/collections/bestsellers,1,1,True,True,True,True,ORD112543,145.0
SESS0021862,2026-07-10,ORD112544,CUST007647,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/products/glow-ritual-bundle,1,1,True,True,True,True,ORD112544,58.95
SESS0021863,2026-07-02,ORD112545,CUST007648,Organic Search,organic,(organic),,organic,,Desktop,/products/daily-barrier-moisturizer,1,2,True,True,True,False,,
SESS0021864,2026-07-10,ORD112545,CUST007648,Organic Social,social,(organic social),organic_social,social,(organic social),Desktop,/products/vitamin-c-serum,2,2,True,True,True,True,ORD112545,62.95
SESS0021865,2026-07-08,ORD112546,CUST003772,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Mobile,/collections/all,1,2,True,False,False,False,,
SESS0021866,2026-07-10,ORD112546,CUST003772,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/products/glow-ritual-bundle,2,2,True,True,True,True,ORD112546,98.0
SESS0021867,2026-06-29,ORD112547,CUST004447,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/pages/about,1,2,True,False,True,False,,
SESS0021868,2026-07-10,ORD112547,CUST004447,Direct,(none),(direct),,(none),,Mobile,/collections/skincare-sets,2,2,True,True,True,True,ORD112547,28.95
SESS0021869,2026-07-03,ORD112548,CUST004629,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/products/vitamin-c-serum,1,4,True,False,False,False,,
SESS0021870,2026-07-08,ORD112548,CUST004629,Organic Search,organic,(organic),,organic,,Mobile,/collections/bestsellers,2,4,True,True,False,False,,
SESS0021871,2026-07-08,ORD112548,CUST004629,Direct,(none),(direct),,(none),,Mobile,/products/retinol-renewal-serum,3,4,True,False,False,False,,
SESS0021872,2026-07-10,ORD112548,CUST004629,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/pages/about,4,4,True,True,True,True,ORD112548,435.0
SESS0021873,2026-07-04,ORD112549,CUST004120,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/collections/skincare-sets,1,2,True,False,False,False,,
SESS0021874,2026-07-10,ORD112549,CUST004120,Direct,(none),(direct),,(none),,Mobile,/products/daily-barrier-moisturizer,2,2,True,True,True,True,ORD112549,38.95
SESS0021875,2026-07-01,ORD112550,CUST007649,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Desktop,/,1,4,True,True,False,False,,
SESS0021876,2026-07-08,ORD112550,CUST007649,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,,Desktop,/products/glow-ritual-bundle,2,4,True,True,False,False,,
